Subject,Age,Sex,Arouse.RESP,Valence.RESP,condition,respond3.ACC,respond3.RT,mood,Session
27,22,male,7,3,Self-shape_Mismatched,1,632,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,0,291,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,630,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,0,670,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,465,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,499,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,729,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,0,620,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,540,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,490,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,555,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,469,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,0,492,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,438,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,390,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,0,274,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,590,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,0,457,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,565,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,510,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,633,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,565,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,459,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,453,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,0,456,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,0,306,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,589,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,532,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,567,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,692,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,0,498,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,0,524,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,498,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,380,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,393,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,503,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,0,493,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,711,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,433,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,823,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,615,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,725,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,0,667,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,0,674,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,608,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,574,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,702,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,405,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,0,358,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,409,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,419,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,424,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,454,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,534,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,504,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,308,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,446,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,522,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,0,427,anxious,S4
27,22,male,7,3,Stranger-shape_Matched,1,343,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,463,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,377,anxious,S4
27,22,male,7,3,Self-shape_Matched,1,288,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,0,304,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,292,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,0,399,anxious,S4
27,22,male,7,3,Self-shape_Matched,0,427,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,483,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,587,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,504,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,591,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,594,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,608,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,592,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,660,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,467,anxious,S4
27,22,male,7,3,Familiar-shape_Matched,1,663,anxious,S4
27,22,male,7,3,Stranger-shape_Mismatched,1,526,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,668,anxious,S4
27,22,male,7,3,Familiar-shape_Mismatched,1,688,anxious,S4
27,22,male,7,3,Self-shape_Mismatched,1,584,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,851,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,479,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,472,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,415,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,255,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,432,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,552,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,494,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,575,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,688,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,436,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,492,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,647,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,372,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,566,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,696,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,0,578,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,493,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,467,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,715,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,491,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,514,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,436,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,718,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,454,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,522,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,0,408,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,471,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,662,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,526,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,0,401,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,419,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,480,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,0,608,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,0,553,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,474,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,536,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,531,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,484,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,424,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,504,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,511,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,334,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,514,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,0,738,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,648,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,461,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,454,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,619,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,383,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,334,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,457,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,475,anxious,S4
28,18,male,7,4,Self-shape_Matched,0,530,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,406,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,455,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,447,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,623,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,0,362,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,788,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,418,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,501,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,404,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,445,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,0,371,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,569,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,337,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,489,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,520,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,633,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,0,481,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,317,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,642,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,792,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,470,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,574,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,414,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,482,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,685,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,659,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,347,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,320,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,385,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,387,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,353,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,409,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,415,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,523,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,509,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,524,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,482,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,602,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,427,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,513,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,496,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,595,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,425,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,0,500,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,339,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,566,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,438,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,579,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,390,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,528,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,371,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,575,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,0,634,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,384,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,482,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,466,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,642,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,577,anxious,S4
28,18,male,7,4,Self-shape_Matched,1,406,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,476,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,0,578,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,0,457,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,665,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,541,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,514,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,411,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,435,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,394,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,344,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,339,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,365,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,520,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,427,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,557,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,1,366,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,395,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,458,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,0,550,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,464,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,468,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,0,605,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,422,anxious,S4
28,18,male,7,4,Stranger-shape_Mismatched,1,483,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,507,anxious,S4
28,18,male,7,4,Stranger-shape_Matched,1,377,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,467,anxious,S4
28,18,male,7,4,Familiar-shape_Matched,0,694,anxious,S4
28,18,male,7,4,Familiar-shape_Mismatched,1,528,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,496,anxious,S4
28,18,male,7,4,Self-shape_Mismatched,1,683,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,579,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,354,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,525,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,533,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,473,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,388,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,780,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,0,457,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,531,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,519,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,467,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,435,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,465,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,612,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,559,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,623,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,423,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,933,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,876,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,0,524,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,779,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,431,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,651,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,462,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,478,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,543,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,0,481,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,784,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,0,364,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,676,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,470,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,560,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,370,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,406,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,756,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,545,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,547,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,985,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,590,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,636,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,585,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,422,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,795,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,596,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,409,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,530,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,540,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,0,488,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,600,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,532,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,441,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,399,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,531,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,673,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,599,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,456,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,449,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,738,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,595,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,532,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,459,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,523,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,678,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,719,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,476,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,437,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,607,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,0,507,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,851,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,494,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,0,484,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,0,458,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,760,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,499,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,0,415,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,502,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,354,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,515,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,864,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,418,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,0,599,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,642,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,447,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,501,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,611,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,410,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,553,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,671,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,708,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,699,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,498,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,0,731,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,426,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,397,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,614,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,479,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,575,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,605,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,751,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,487,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,398,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,606,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,332,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,324,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,514,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,443,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,462,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,493,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,0,355,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,0,296,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,424,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,389,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,436,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,431,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,594,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,387,anxious,S4
29,21,female,5,4,Stranger-shape_Matched,1,726,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,433,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,460,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,466,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,420,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,449,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,614,anxious,S4
29,21,female,5,4,Self-shape_Matched,0,507,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,309,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,469,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,484,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,539,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,438,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,597,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,0,454,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,592,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,531,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,554,anxious,S4
29,21,female,5,4,Stranger-shape_Mismatched,1,632,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,488,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,440,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,448,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,598,anxious,S4
29,21,female,5,4,Familiar-shape_Matched,1,312,anxious,S4
29,21,female,5,4,Familiar-shape_Mismatched,1,665,anxious,S4
29,21,female,5,4,Self-shape_Mismatched,1,645,anxious,S4
29,21,female,5,4,Self-shape_Matched,1,444,anxious,S4
22,20,female,7,7,Stranger-shape_Mismatched,1,732,happy,S3
22,20,female,7,7,Self-shape_Matched,1,377,happy,S3
22,20,female,7,7,Self-shape_Mismatched,0,558,happy,S3
22,20,female,7,7,Self-shape_Matched,1,394,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,547,happy,S3
22,20,female,7,7,Self-shape_Matched,1,456,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,598,happy,S3
22,20,female,7,7,Familiar-shape_Mismatched,1,927,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,551,happy,S3
22,20,female,7,7,Self-shape_Mismatched,0,735,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,566,happy,S3
22,20,female,7,7,Stranger-shape_Matched,1,755,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,580,happy,S3
22,20,female,7,7,Self-shape_Matched,1,314,happy,S3
22,20,female,7,7,Stranger-shape_Matched,0,660,happy,S3
22,20,female,7,7,Stranger-shape_Matched,1,580,happy,S3
22,20,female,7,7,Self-shape_Matched,1,485,happy,S3
22,20,female,7,7,Self-shape_Mismatched,1,744,happy,S3
22,20,female,7,7,Stranger-shape_Matched,1,595,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,615,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,552,happy,S3
22,20,female,7,7,Self-shape_Mismatched,1,585,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,503,happy,S3
22,20,female,7,7,Familiar-shape_Mismatched,1,453,happy,S3
22,20,female,7,7,Self-shape_Matched,1,468,happy,S3
22,20,female,7,7,Self-shape_Matched,1,620,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,571,happy,S3
22,20,female,7,7,Self-shape_Mismatched,1,588,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,604,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,587,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,518,happy,S3
22,20,female,7,7,Self-shape_Mismatched,1,582,happy,S3
22,20,female,7,7,Self-shape_Mismatched,1,625,happy,S3
22,20,female,7,7,Stranger-shape_Matched,1,536,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,663,happy,S3
22,20,female,7,7,Self-shape_Mismatched,1,498,happy,S3
22,20,female,7,7,Stranger-shape_Matched,1,630,happy,S3
22,20,female,7,7,Self-shape_Matched,1,440,happy,S3
22,20,female,7,7,Self-shape_Matched,1,579,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,565,happy,S3
22,20,female,7,7,Self-shape_Matched,1,498,happy,S3
22,20,female,7,7,Self-shape_Mismatched,1,515,happy,S3
22,20,female,7,7,Self-shape_Matched,1,437,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,545,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,582,happy,S3
22,20,female,7,7,Stranger-shape_Matched,0,512,happy,S3
22,20,female,7,7,Stranger-shape_Matched,1,429,happy,S3
22,20,female,7,7,Stranger-shape_Matched,1,493,happy,S3
22,20,female,7,7,Familiar-shape_Matched,1,669,happy,S3
22,20,female,7,7,Self-shape_Mismatched,1,706,happy,S3
22,20,female,7,7,Stranger-shape_Matched,1,593,happy,S3
22,20,female,7,7,Stranger-shape_Mismatched,1,666,happy,S3
