Subject,Age,Handedness,condition1correct,condition1level,Sex,respond3.ACC,respond3.RT
22,18,right,Familiar-shape_Mismatched,Alter cue,male,1,598
22,18,right,Self-shape_Matched,Alter cue,male,1,464
22,18,right,Familiar-shape_Matched,No cue,male,1,696
22,18,right,Familiar-shape_Matched,Alter cue,male,1,948
22,18,right,Familiar-shape_Matched,No cue,male,1,648
22,18,right,Self-shape_Matched,No cue,male,0,410
22,18,right,Familiar-shape_Matched,No cue,male,0,526
22,18,right,Self-shape_Matched,No cue,male,1,526
22,18,right,Self-shape_Mismatched,Alter cue,male,1,859
22,18,right,Familiar-shape_Matched,Alter cue,male,1,691
22,18,right,Familiar-shape_Matched,No cue,male,1,643
22,18,right,Familiar-shape_Matched,Alter cue,male,0,637
22,18,right,Self-shape_Mismatched,Alter cue,male,1,742
22,18,right,Familiar-shape_Mismatched,Alter cue,male,1,634
22,18,right,Self-shape_Matched,No cue,male,1,541
22,18,right,Self-shape_Matched,Alter cue,male,1,466
22,18,right,Self-shape_Mismatched,Alter cue,male,1,629
22,18,right,Familiar-shape_Matched,Alter cue,male,1,687
22,18,right,Self-shape_Mismatched,Alter cue,male,1,674
22,18,right,Familiar-shape_Mismatched,Alter cue,male,1,522
22,18,right,Self-shape_Mismatched,Alter cue,male,0,468
22,18,right,Self-shape_Matched,No cue,male,1,491
22,18,right,Self-shape_Mismatched,No cue,male,1,574
22,18,right,Familiar-shape_Mismatched,Alter cue,male,1,744
22,18,right,Familiar-shape_Mismatched,Alter cue,male,1,567
22,18,right,Familiar-shape_Matched,Alter cue,male,1,527
22,18,right,Self-shape_Mismatched,Alter cue,male,1,889
22,18,right,Self-shape_Matched,Alter cue,male,1,642
22,18,right,Familiar-shape_Matched,Alter cue,male,1,778
22,18,right,Self-shape_Mismatched,No cue,male,1,581
22,18,right,Self-shape_Matched,Alter cue,male,1,498
12,20,right,Self-shape_Matched,No cue,female,1,654
12,20,right,Self-shape_Mismatched,Alter cue,female,1,886
12,20,right,Familiar-shape_Matched,Alter cue,female,0,566
12,20,right,Familiar-shape_Mismatched,No cue,female,1,652
12,20,right,Self-shape_Mismatched,No cue,female,1,764
12,20,right,Familiar-shape_Matched,No cue,female,0,737
12,20,right,Familiar-shape_Mismatched,No cue,female,1,666
12,20,right,Familiar-shape_Matched,Alter cue,female,1,669
12,20,right,Self-shape_Mismatched,No cue,female,1,627
12,20,right,Familiar-shape_Mismatched,No cue,female,1,633
12,20,right,Familiar-shape_Matched,Alter cue,female,1,757
12,20,right,Self-shape_Matched,Alter cue,female,1,580
12,20,right,Self-shape_Matched,No cue,female,1,544
12,20,right,Familiar-shape_Mismatched,No cue,female,1,622
12,20,right,Familiar-shape_Mismatched,No cue,female,1,640
12,20,right,Self-shape_Mismatched,Alter cue,female,0,801
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,734
12,20,right,Familiar-shape_Matched,No cue,female,1,722
12,20,right,Self-shape_Mismatched,Alter cue,female,1,780
12,20,right,Familiar-shape_Mismatched,No cue,female,1,721
12,20,right,Self-shape_Mismatched,Alter cue,female,1,709
12,20,right,Self-shape_Matched,No cue,female,1,616
12,20,right,Self-shape_Matched,Alter cue,female,1,593
12,20,right,Familiar-shape_Matched,No cue,female,0,608
12,20,right,Self-shape_Matched,Alter cue,female,1,771
12,20,right,Self-shape_Mismatched,Alter cue,female,1,622
12,20,right,Self-shape_Matched,Alter cue,female,1,539
12,20,right,Familiar-shape_Mismatched,No cue,female,1,839
12,20,right,Familiar-shape_Matched,Alter cue,female,0,780
12,20,right,Familiar-shape_Mismatched,Alter cue,female,0,778
12,20,right,Familiar-shape_Matched,Alter cue,female,1,622
12,20,right,Familiar-shape_Matched,Alter cue,female,1,702
12,20,right,Self-shape_Mismatched,Alter cue,female,1,553
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,981
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,654
12,20,right,Self-shape_Mismatched,Alter cue,female,1,587
12,20,right,Familiar-shape_Matched,Alter cue,female,1,685
12,20,right,Familiar-shape_Mismatched,No cue,female,1,595
12,20,right,Self-shape_Mismatched,Alter cue,female,1,623
12,20,right,Self-shape_Mismatched,No cue,female,1,600
12,20,right,Familiar-shape_Mismatched,No cue,female,1,543
12,20,right,Familiar-shape_Mismatched,No cue,female,1,646
12,20,right,Self-shape_Matched,No cue,female,1,685
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,683
12,20,right,Familiar-shape_Matched,No cue,female,1,698
12,20,right,Self-shape_Mismatched,Alter cue,female,1,632
12,20,right,Self-shape_Mismatched,Alter cue,female,1,662
12,20,right,Familiar-shape_Mismatched,No cue,female,1,711
12,20,right,Familiar-shape_Matched,Alter cue,female,1,675
12,20,right,Self-shape_Matched,No cue,female,1,607
12,20,right,Self-shape_Mismatched,No cue,female,1,587
12,20,right,Self-shape_Matched,Alter cue,female,1,883
12,20,right,Familiar-shape_Matched,No cue,female,1,517
12,20,right,Self-shape_Mismatched,Alter cue,female,1,819
12,20,right,Familiar-shape_Matched,No cue,female,1,670
12,20,right,Self-shape_Matched,No cue,female,1,601
12,20,right,Self-shape_Mismatched,Alter cue,female,0,629
12,20,right,Familiar-shape_Matched,No cue,female,1,604
12,20,right,Familiar-shape_Matched,No cue,female,1,820
12,20,right,Self-shape_Matched,No cue,female,1,600
12,20,right,Familiar-shape_Matched,Alter cue,female,1,694
12,20,right,Self-shape_Matched,No cue,female,1,590
12,20,right,Familiar-shape_Matched,No cue,female,1,567
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,597
12,20,right,Self-shape_Mismatched,No cue,female,1,716
12,20,right,Self-shape_Matched,No cue,female,1,556
12,20,right,Familiar-shape_Mismatched,No cue,female,1,647
12,20,right,Familiar-shape_Mismatched,No cue,female,1,707
12,20,right,Self-shape_Matched,No cue,female,1,509
12,20,right,Self-shape_Matched,Alter cue,female,1,488
12,20,right,Familiar-shape_Mismatched,No cue,female,1,693
12,20,right,Self-shape_Matched,No cue,female,1,548
12,20,right,Familiar-shape_Mismatched,No cue,female,1,604
12,20,right,Self-shape_Mismatched,No cue,female,1,534
12,20,right,Self-shape_Matched,No cue,female,1,521
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,600
12,20,right,Self-shape_Mismatched,No cue,female,1,584
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,899
12,20,right,Self-shape_Mismatched,Alter cue,female,1,648
12,20,right,Familiar-shape_Mismatched,Alter cue,female,0,625
12,20,right,Self-shape_Matched,No cue,female,1,747
12,20,right,Familiar-shape_Mismatched,No cue,female,1,686
12,20,right,Self-shape_Mismatched,No cue,female,1,644
12,20,right,Familiar-shape_Matched,No cue,female,1,867
12,20,right,Familiar-shape_Mismatched,Alter cue,female,0,658
12,20,right,Self-shape_Matched,Alter cue,female,1,552
12,20,right,Self-shape_Matched,No cue,female,1,795
12,20,right,Self-shape_Mismatched,No cue,female,1,524
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,616
12,20,right,Self-shape_Mismatched,Alter cue,female,1,895
12,20,right,Familiar-shape_Matched,Alter cue,female,1,652
12,20,right,Familiar-shape_Mismatched,No cue,female,1,539
12,20,right,Familiar-shape_Matched,No cue,female,1,618
12,20,right,Self-shape_Mismatched,No cue,female,1,613
12,20,right,Self-shape_Matched,Alter cue,female,1,514
12,20,right,Familiar-shape_Matched,Alter cue,female,1,693
12,20,right,Familiar-shape_Matched,Alter cue,female,1,512
12,20,right,Familiar-shape_Matched,Alter cue,female,1,568
12,20,right,Self-shape_Mismatched,Alter cue,female,1,756
12,20,right,Self-shape_Matched,No cue,female,1,555
12,20,right,Self-shape_Mismatched,Alter cue,female,1,573
12,20,right,Familiar-shape_Mismatched,No cue,female,1,797
12,20,right,Self-shape_Matched,Alter cue,female,1,579
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,858
12,20,right,Familiar-shape_Mismatched,No cue,female,1,671
12,20,right,Familiar-shape_Matched,No cue,female,1,650
12,20,right,Self-shape_Matched,No cue,female,1,552
12,20,right,Self-shape_Matched,Alter cue,female,1,502
12,20,right,Self-shape_Matched,Alter cue,female,1,442
12,20,right,Familiar-shape_Matched,Alter cue,female,1,549
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,476
12,20,right,Familiar-shape_Matched,Alter cue,female,1,688
12,20,right,Self-shape_Mismatched,No cue,female,1,595
12,20,right,Familiar-shape_Matched,Alter cue,female,1,706
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,688
12,20,right,Familiar-shape_Matched,No cue,female,1,678
12,20,right,Familiar-shape_Matched,No cue,female,1,636
12,20,right,Self-shape_Matched,Alter cue,female,0,491
12,20,right,Self-shape_Mismatched,Alter cue,female,1,707
12,20,right,Self-shape_Matched,Alter cue,female,1,533
12,20,right,Self-shape_Mismatched,No cue,female,1,695
12,20,right,Familiar-shape_Matched,Alter cue,female,1,727
12,20,right,Familiar-shape_Matched,No cue,female,1,507
12,20,right,Self-shape_Matched,Alter cue,female,0,500
12,20,right,Self-shape_Matched,Alter cue,female,1,464
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,575
12,20,right,Self-shape_Matched,Alter cue,female,1,530
12,20,right,Familiar-shape_Matched,No cue,female,1,574
12,20,right,Familiar-shape_Matched,No cue,female,1,482
12,20,right,Familiar-shape_Mismatched,No cue,female,1,541
12,20,right,Self-shape_Mismatched,Alter cue,female,0,469
12,20,right,Self-shape_Mismatched,No cue,female,1,739
12,20,right,Self-shape_Mismatched,No cue,female,1,633
12,20,right,Self-shape_Matched,Alter cue,female,0,692
12,20,right,Self-shape_Matched,No cue,female,1,471
12,20,right,Familiar-shape_Mismatched,No cue,female,1,591
12,20,right,Self-shape_Mismatched,No cue,female,1,535
12,20,right,Familiar-shape_Mismatched,No cue,female,0,830
12,20,right,Familiar-shape_Matched,Alter cue,female,0,699
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,566
12,20,right,Familiar-shape_Matched,No cue,female,1,610
12,20,right,Self-shape_Mismatched,No cue,female,1,583
12,20,right,Familiar-shape_Matched,Alter cue,female,0,529
12,20,right,Self-shape_Mismatched,Alter cue,female,1,815
12,20,right,Self-shape_Mismatched,No cue,female,0,690
12,20,right,Self-shape_Mismatched,Alter cue,female,1,685
12,20,right,Self-shape_Matched,Alter cue,female,1,615
12,20,right,Self-shape_Matched,No cue,female,1,552
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,633
12,20,right,Familiar-shape_Mismatched,No cue,female,1,681
12,20,right,Self-shape_Matched,No cue,female,1,629
12,20,right,Familiar-shape_Matched,No cue,female,1,966
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,654
12,20,right,Self-shape_Mismatched,Alter cue,female,1,741
12,20,right,Self-shape_Mismatched,Alter cue,female,1,721
12,20,right,Self-shape_Mismatched,No cue,female,1,659
12,20,right,Familiar-shape_Matched,Alter cue,female,1,711
12,20,right,Familiar-shape_Matched,No cue,female,1,736
12,20,right,Familiar-shape_Mismatched,No cue,female,1,567
12,20,right,Familiar-shape_Matched,No cue,female,1,667
12,20,right,Familiar-shape_Mismatched,No cue,female,1,921
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,744
12,20,right,Familiar-shape_Matched,No cue,female,1,726
12,20,right,Familiar-shape_Matched,Alter cue,female,1,695
12,20,right,Self-shape_Matched,No cue,female,1,596
12,20,right,Self-shape_Mismatched,No cue,female,1,628
12,20,right,Self-shape_Mismatched,No cue,female,1,678
12,20,right,Self-shape_Matched,No cue,female,1,675
12,20,right,Familiar-shape_Matched,Alter cue,female,0,697
12,20,right,Familiar-shape_Matched,No cue,female,1,634
12,20,right,Self-shape_Matched,Alter cue,female,1,540
12,20,right,Self-shape_Mismatched,No cue,female,1,675
12,20,right,Self-shape_Mismatched,Alter cue,female,0,665
12,20,right,Self-shape_Matched,No cue,female,1,543
12,20,right,Self-shape_Matched,No cue,female,1,472
12,20,right,Self-shape_Matched,No cue,female,1,511
12,20,right,Self-shape_Matched,Alter cue,female,1,422
12,20,right,Familiar-shape_Matched,No cue,female,1,578
12,20,right,Self-shape_Matched,Alter cue,female,1,533
12,20,right,Self-shape_Mismatched,Alter cue,female,1,531
12,20,right,Familiar-shape_Matched,Alter cue,female,1,659
12,20,right,Self-shape_Matched,Alter cue,female,1,536
12,20,right,Familiar-shape_Mismatched,Alter cue,female,1,476
12,20,right,Self-shape_Matched,Alter cue,female,1,346
12,20,right,Self-shape_Matched,No cue,female,1,450
12,20,right,Self-shape_Matched,Alter cue,female,1,359
12,20,right,Familiar-shape_Mismatched,Alter cue,female,0,343
12,20,right,Familiar-shape_Matched,Alter cue,female,1,506
12,20,right,Self-shape_Mismatched,No cue,female,1,676
12,20,right,Self-shape_Mismatched,No cue,female,1,594
12,20,right,Familiar-shape_Matched,No cue,female,1,490
12,20,right,Familiar-shape_Matched,Alter cue,female,1,499
12,20,right,Self-shape_Matched,Alter cue,female,1,608
12,20,right,Self-shape_Mismatched,No cue,female,1,654
19,20,right,Familiar-shape_Matched,No cue,female,1,851
19,20,right,Familiar-shape_Matched,No cue,female,1,639
19,20,right,Self-shape_Mismatched,Alter cue,female,1,815
19,20,right,Self-shape_Matched,No cue,female,1,482
19,20,right,Self-shape_Mismatched,Alter cue,female,1,659
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,726
19,20,right,Familiar-shape_Mismatched,No cue,female,1,534
19,20,right,Familiar-shape_Matched,Alter cue,female,1,750
19,20,right,Self-shape_Matched,Alter cue,female,1,609
19,20,right,Self-shape_Mismatched,Alter cue,female,1,842
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,696
19,20,right,Self-shape_Matched,No cue,female,1,532
19,20,right,Self-shape_Mismatched,Alter cue,female,1,835
19,20,right,Familiar-shape_Matched,Alter cue,female,0,641
19,20,right,Familiar-shape_Matched,Alter cue,female,1,561
19,20,right,Familiar-shape_Mismatched,No cue,female,1,524
19,20,right,Familiar-shape_Mismatched,No cue,female,0,431
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,627
19,20,right,Familiar-shape_Matched,Alter cue,female,1,840
19,20,right,Familiar-shape_Matched,Alter cue,female,1,637
19,20,right,Self-shape_Mismatched,Alter cue,female,1,581
19,20,right,Self-shape_Matched,Alter cue,female,1,437
19,20,right,Self-shape_Matched,Alter cue,female,1,269
19,20,right,Familiar-shape_Mismatched,No cue,female,1,463
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,878
19,20,right,Self-shape_Mismatched,Alter cue,female,1,631
19,20,right,Familiar-shape_Matched,No cue,female,1,561
19,20,right,Self-shape_Matched,Alter cue,female,1,425
19,20,right,Self-shape_Mismatched,No cue,female,1,808
19,20,right,Self-shape_Matched,Alter cue,female,1,718
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,616
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,586
19,20,right,Self-shape_Mismatched,No cue,female,1,877
19,20,right,Self-shape_Matched,No cue,female,1,516
19,20,right,Self-shape_Mismatched,No cue,female,1,473
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,569
19,20,right,Familiar-shape_Matched,Alter cue,female,1,723
19,20,right,Self-shape_Mismatched,No cue,female,1,653
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,613
19,20,right,Familiar-shape_Matched,Alter cue,female,0,570
19,20,right,Self-shape_Mismatched,Alter cue,female,1,730
19,20,right,Familiar-shape_Mismatched,No cue,female,1,646
19,20,right,Familiar-shape_Matched,Alter cue,female,1,565
19,20,right,Self-shape_Mismatched,No cue,female,0,849
19,20,right,Self-shape_Mismatched,No cue,female,1,654
19,20,right,Self-shape_Matched,No cue,female,1,587
19,20,right,Self-shape_Matched,No cue,female,1,441
19,20,right,Self-shape_Mismatched,No cue,female,1,549
19,20,right,Self-shape_Mismatched,No cue,female,1,545
19,20,right,Familiar-shape_Mismatched,No cue,female,0,633
19,20,right,Self-shape_Matched,No cue,female,1,792
19,20,right,Familiar-shape_Matched,No cue,female,0,654
19,20,right,Self-shape_Mismatched,Alter cue,female,1,703
19,20,right,Self-shape_Mismatched,Alter cue,female,1,702
19,20,right,Self-shape_Mismatched,No cue,female,1,646
19,20,right,Self-shape_Matched,Alter cue,female,1,460
19,20,right,Familiar-shape_Mismatched,No cue,female,1,472
19,20,right,Familiar-shape_Mismatched,No cue,female,0,707
19,20,right,Familiar-shape_Matched,Alter cue,female,0,703
19,20,right,Familiar-shape_Matched,No cue,female,0,767
19,20,right,Familiar-shape_Matched,Alter cue,female,1,880
19,20,right,Self-shape_Mismatched,Alter cue,female,1,714
19,20,right,Familiar-shape_Matched,No cue,female,1,602
19,20,right,Self-shape_Matched,Alter cue,female,1,496
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,648
19,20,right,Self-shape_Matched,No cue,female,1,518
19,20,right,Familiar-shape_Mismatched,No cue,female,1,655
19,20,right,Self-shape_Mismatched,Alter cue,female,1,928
19,20,right,Self-shape_Mismatched,No cue,female,1,595
19,20,right,Self-shape_Matched,No cue,female,1,606
19,20,right,Familiar-shape_Matched,No cue,female,1,642
19,20,right,Self-shape_Mismatched,Alter cue,female,1,464
19,20,right,Self-shape_Matched,Alter cue,female,1,683
19,20,right,Self-shape_Matched,No cue,female,1,747
19,20,right,Familiar-shape_Matched,No cue,female,0,764
19,20,right,Familiar-shape_Matched,No cue,female,1,618
19,20,right,Familiar-shape_Matched,Alter cue,female,1,429
19,20,right,Self-shape_Matched,No cue,female,1,668
19,20,right,Familiar-shape_Matched,Alter cue,female,1,527
19,20,right,Self-shape_Mismatched,No cue,female,1,567
19,20,right,Familiar-shape_Mismatched,No cue,female,1,572
19,20,right,Familiar-shape_Matched,Alter cue,female,1,508
19,20,right,Self-shape_Mismatched,No cue,female,1,558
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,619
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,612
19,20,right,Familiar-shape_Mismatched,No cue,female,0,480
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,500
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,499
19,20,right,Familiar-shape_Matched,No cue,female,1,846
19,20,right,Self-shape_Mismatched,Alter cue,female,1,656
19,20,right,Familiar-shape_Mismatched,No cue,female,1,595
19,20,right,Self-shape_Matched,No cue,female,1,493
19,20,right,Familiar-shape_Matched,Alter cue,female,0,561
19,20,right,Self-shape_Matched,Alter cue,female,1,553
19,20,right,Familiar-shape_Matched,Alter cue,female,1,648
19,20,right,Self-shape_Mismatched,No cue,female,1,520
19,20,right,Familiar-shape_Matched,Alter cue,female,1,677
19,20,right,Self-shape_Matched,Alter cue,female,1,382
19,20,right,Self-shape_Mismatched,Alter cue,female,1,617
19,20,right,Familiar-shape_Matched,No cue,female,1,538
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,492
19,20,right,Familiar-shape_Mismatched,No cue,female,1,583
19,20,right,Familiar-shape_Mismatched,No cue,female,0,664
19,20,right,Familiar-shape_Matched,No cue,female,1,599
19,20,right,Familiar-shape_Matched,No cue,female,1,567
19,20,right,Self-shape_Mismatched,No cue,female,1,676
19,20,right,Familiar-shape_Matched,No cue,female,1,546
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,655
19,20,right,Self-shape_Mismatched,No cue,female,1,593
19,20,right,Familiar-shape_Matched,No cue,female,1,585
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,451
19,20,right,Familiar-shape_Mismatched,No cue,female,1,816
19,20,right,Self-shape_Matched,No cue,female,1,485
19,20,right,Self-shape_Matched,Alter cue,female,0,546
19,20,right,Self-shape_Matched,No cue,female,1,553
19,20,right,Familiar-shape_Matched,Alter cue,female,0,853
19,20,right,Familiar-shape_Matched,No cue,female,1,527
19,20,right,Self-shape_Matched,Alter cue,female,0,618
19,20,right,Self-shape_Matched,Alter cue,female,1,411
19,20,right,Self-shape_Matched,No cue,female,1,536
19,20,right,Self-shape_Matched,Alter cue,female,1,418
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,611
19,20,right,Self-shape_Mismatched,No cue,female,1,753
19,20,right,Self-shape_Matched,Alter cue,female,1,478
19,20,right,Self-shape_Matched,No cue,female,1,520
19,20,right,Self-shape_Mismatched,No cue,female,1,637
19,20,right,Self-shape_Matched,No cue,female,1,495
19,20,right,Familiar-shape_Matched,No cue,female,1,517
19,20,right,Familiar-shape_Matched,Alter cue,female,1,516
19,20,right,Self-shape_Matched,Alter cue,female,1,536
19,20,right,Self-shape_Mismatched,No cue,female,1,720
19,20,right,Self-shape_Matched,No cue,female,1,495
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,580
19,20,right,Self-shape_Matched,Alter cue,female,1,528
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,620
19,20,right,Familiar-shape_Matched,No cue,female,1,541
19,20,right,Self-shape_Mismatched,Alter cue,female,1,578
19,20,right,Self-shape_Mismatched,No cue,female,1,800
19,20,right,Self-shape_Mismatched,No cue,female,0,747
19,20,right,Self-shape_Matched,No cue,female,1,602
19,20,right,Familiar-shape_Matched,No cue,female,0,572
19,20,right,Self-shape_Matched,Alter cue,female,1,361
19,20,right,Self-shape_Mismatched,Alter cue,female,1,509
19,20,right,Familiar-shape_Matched,Alter cue,female,1,700
19,20,right,Self-shape_Mismatched,No cue,female,1,599
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,564
19,20,right,Self-shape_Matched,Alter cue,female,1,614
19,20,right,Self-shape_Matched,Alter cue,female,1,524
19,20,right,Familiar-shape_Matched,Alter cue,female,0,511
19,20,right,Familiar-shape_Mismatched,No cue,female,1,684
19,20,right,Familiar-shape_Matched,No cue,female,0,637
19,20,right,Self-shape_Matched,No cue,female,1,498
19,20,right,Self-shape_Mismatched,Alter cue,female,1,614
19,20,right,Self-shape_Mismatched,Alter cue,female,1,900
19,20,right,Self-shape_Mismatched,Alter cue,female,1,594
19,20,right,Self-shape_Matched,No cue,female,1,436
19,20,right,Self-shape_Matched,No cue,female,1,611
19,20,right,Familiar-shape_Mismatched,No cue,female,1,607
19,20,right,Familiar-shape_Mismatched,No cue,female,1,642
19,20,right,Familiar-shape_Mismatched,No cue,female,1,584
19,20,right,Self-shape_Mismatched,Alter cue,female,1,632
19,20,right,Familiar-shape_Mismatched,No cue,female,1,714
19,20,right,Familiar-shape_Matched,Alter cue,female,0,669
19,20,right,Familiar-shape_Mismatched,No cue,female,1,665
19,20,right,Self-shape_Matched,Alter cue,female,1,537
19,20,right,Familiar-shape_Mismatched,No cue,female,1,538
19,20,right,Self-shape_Matched,Alter cue,female,1,586
19,20,right,Familiar-shape_Matched,No cue,female,0,560
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,704
19,20,right,Familiar-shape_Matched,Alter cue,female,1,630
19,20,right,Self-shape_Mismatched,Alter cue,female,1,714
19,20,right,Familiar-shape_Mismatched,No cue,female,1,657
19,20,right,Familiar-shape_Mismatched,No cue,female,1,611
19,20,right,Familiar-shape_Mismatched,No cue,female,1,572
19,20,right,Familiar-shape_Matched,No cue,female,1,520
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,606
19,20,right,Self-shape_Matched,Alter cue,female,1,526
19,20,right,Self-shape_Mismatched,No cue,female,1,599
19,20,right,Self-shape_Mismatched,Alter cue,female,1,744
19,20,right,Self-shape_Mismatched,Alter cue,female,1,614
19,20,right,Self-shape_Mismatched,Alter cue,female,1,477
19,20,right,Self-shape_Matched,No cue,female,1,575
19,20,right,Familiar-shape_Mismatched,Alter cue,female,1,647
19,20,right,Familiar-shape_Matched,No cue,female,0,676
19,20,right,Self-shape_Mismatched,No cue,female,0,830
19,20,right,Self-shape_Mismatched,No cue,female,1,531
19,20,right,Self-shape_Matched,Alter cue,female,1,466
19,20,right,Self-shape_Matched,No cue,female,1,432
19,20,right,Self-shape_Mismatched,Alter cue,female,1,485
19,20,right,Self-shape_Matched,No cue,female,1,467
19,20,right,Familiar-shape_Matched,Alter cue,female,0,408
23,19,right,Self-shape_Matched,Alter cue,male,1,500
23,19,right,Self-shape_Matched,No cue,male,1,323
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,434
23,19,right,Self-shape_Matched,No cue,male,1,382
23,19,right,Familiar-shape_Matched,Alter cue,male,0,406
23,19,right,Self-shape_Mismatched,Alter cue,male,0,350
23,19,right,Familiar-shape_Mismatched,No cue,male,1,603
23,19,right,Familiar-shape_Mismatched,No cue,male,1,596
23,19,right,Self-shape_Matched,Alter cue,male,1,468
23,19,right,Familiar-shape_Mismatched,No cue,male,1,420
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,498
23,19,right,Familiar-shape_Mismatched,No cue,male,1,375
23,19,right,Self-shape_Mismatched,Alter cue,male,0,283
23,19,right,Self-shape_Matched,Alter cue,male,1,354
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,314
23,19,right,Self-shape_Matched,No cue,male,0,523
23,19,right,Self-shape_Mismatched,No cue,male,1,538
23,19,right,Self-shape_Matched,Alter cue,male,1,348
23,19,right,Self-shape_Mismatched,Alter cue,male,1,451
23,19,right,Self-shape_Matched,Alter cue,male,1,351
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,398
23,19,right,Familiar-shape_Matched,No cue,male,0,478
23,19,right,Familiar-shape_Mismatched,No cue,male,0,622
23,19,right,Self-shape_Matched,No cue,male,0,654
23,19,right,Self-shape_Mismatched,No cue,male,1,631
23,19,right,Self-shape_Matched,No cue,male,1,759
23,19,right,Self-shape_Mismatched,Alter cue,male,1,462
23,19,right,Self-shape_Matched,Alter cue,male,1,532
23,19,right,Self-shape_Matched,No cue,male,1,811
23,19,right,Self-shape_Mismatched,No cue,male,1,496
23,19,right,Familiar-shape_Matched,No cue,male,1,732
23,19,right,Familiar-shape_Matched,No cue,male,1,561
23,19,right,Self-shape_Mismatched,Alter cue,male,1,423
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,833
23,19,right,Familiar-shape_Matched,Alter cue,male,1,669
23,19,right,Familiar-shape_Matched,Alter cue,male,1,764
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,488
23,19,right,Familiar-shape_Mismatched,No cue,male,0,608
23,19,right,Familiar-shape_Mismatched,No cue,male,1,518
23,19,right,Familiar-shape_Mismatched,No cue,male,1,494
23,19,right,Self-shape_Matched,No cue,male,1,652
23,19,right,Familiar-shape_Matched,Alter cue,male,0,730
23,19,right,Familiar-shape_Mismatched,No cue,male,1,851
23,19,right,Familiar-shape_Mismatched,No cue,male,1,566
23,19,right,Self-shape_Mismatched,Alter cue,male,0,655
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,449
23,19,right,Self-shape_Mismatched,No cue,male,1,596
23,19,right,Familiar-shape_Matched,No cue,male,0,393
23,19,right,Self-shape_Mismatched,No cue,male,1,432
23,19,right,Self-shape_Mismatched,No cue,male,1,468
23,19,right,Familiar-shape_Mismatched,No cue,male,1,500
23,19,right,Self-shape_Mismatched,Alter cue,male,1,418
23,19,right,Self-shape_Mismatched,No cue,male,1,846
23,19,right,Self-shape_Matched,No cue,male,1,351
23,19,right,Familiar-shape_Mismatched,No cue,male,1,431
23,19,right,Familiar-shape_Matched,No cue,male,1,746
23,19,right,Self-shape_Mismatched,Alter cue,male,1,371
23,19,right,Self-shape_Matched,No cue,male,1,454
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,358
23,19,right,Self-shape_Matched,No cue,male,0,409
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,373
23,19,right,Familiar-shape_Mismatched,No cue,male,1,550
23,19,right,Familiar-shape_Mismatched,Alter cue,male,1,539
23,19,right,Familiar-shape_Matched,No cue,male,1,579
23,19,right,Self-shape_Matched,Alter cue,male,0,414
