Participant #,Trial Type,Expectancy,Shape Association,Target Accuracy,Response Time
15,Matching,Friend,Friend,1,456
15,Nonmatching,Friend,Friend,1,414
15,Nonmatching,Friend,Friend,0,1007
15,Nonmatching,Friend,Friend,1,257
15,Nonmatching,Friend,Friend,0,364
15,Matching,Friend,Self,0,328
15,Nonmatching,Friend,Friend,0,403
15,Matching,Friend,Friend,1,384
15,Matching,Friend,Friend,1,259
15,Matching,Friend,Self,0,611
15,Matching,Friend,Self,1,283
15,Matching,Friend,Friend,1,320
15,Matching,Friend,Friend,1,368
15,Nonmatching,Friend,Friend,1,770
15,Matching,Friend,Friend,1,502
15,Nonmatching,Friend,Friend,1,573
15,Nonmatching,Friend,Self,0,206
15,Nonmatching,Friend,Friend,1,362
15,Matching,Friend,Friend,1,261
15,Nonmatching,Friend,Self,1,797
15,Nonmatching,Friend,Friend,0,387
15,Nonmatching,Friend,Friend,1,809
15,Matching,Friend,Friend,1,430
15,Matching,Friend,Friend,1,524
15,Nonmatching,Friend,Self,0,466
15,Matching,Friend,Friend,1,432
15,Nonmatching,Friend,Friend,1,770
15,Nonmatching,Friend,Friend,0,354
15,Nonmatching,Friend,Self,0,568
15,Matching,Friend,Friend,1,349
15,Matching,Friend,Friend,1,694
15,Matching,Friend,Friend,1,817
15,Matching,Friend,Friend,1,491
15,Matching,Friend,Friend,1,523
15,Nonmatching,Friend,Friend,1,836
15,Nonmatching,Friend,Friend,1,694
15,Matching,Friend,Friend,1,652
15,Nonmatching,Friend,Friend,1,781
15,Matching,Friend,Friend,1,806
15,Nonmatching,Friend,Friend,1,658
15,Nonmatching,Friend,Friend,0,343
15,Nonmatching,Friend,Friend,1,650
15,Nonmatching,Friend,Friend,1,665
15,Matching,Friend,Friend,1,839
15,Nonmatching,Friend,Friend,1,855
15,Matching,Friend,Friend,1,570
15,Nonmatching,Friend,Friend,1,499
15,Nonmatching,Friend,Friend,1,507
15,Matching,Friend,Friend,1,603
15,Nonmatching,Friend,Friend,1,602
15,Nonmatching,Friend,Friend,1,920
15,Matching,Friend,Friend,1,518
15,Nonmatching,Friend,Friend,1,490
15,Matching,Friend,Friend,1,662
15,Nonmatching,Friend,Friend,1,595
15,Nonmatching,Friend,Friend,1,549
15,Matching,Friend,Self,0,667
15,Matching,Friend,Friend,1,947
15,Nonmatching,Friend,Friend,1,617
15,Nonmatching,Friend,Self,0,407
15,Matching,Friend,Self,1,749
15,Nonmatching,Friend,Self,1,774
15,Matching,Friend,Friend,1,629
15,Nonmatching,Friend,Friend,1,661
15,Nonmatching,Friend,Friend,1,428
15,Nonmatching,Friend,Friend,1,719
15,Matching,Friend,Self,1,611
15,Matching,Friend,Friend,0,1069
15,Nonmatching,Friend,Friend,1,1017
15,Nonmatching,Friend,Friend,0,662
15,Nonmatching,Friend,Self,1,816
15,Matching,Friend,Friend,1,957
15,Matching,Friend,Friend,1,429
15,Matching,Friend,Self,0,542
15,Matching,Friend,Self,0,610
15,Matching,Friend,Friend,1,819
15,Matching,Friend,Self,1,988
15,Nonmatching,Friend,Friend,1,969
15,Matching,Friend,Friend,1,635
15,Matching,Friend,Self,1,899
15,Nonmatching,Friend,Friend,0,547
15,Nonmatching,Friend,Friend,0,814
15,Nonmatching,Friend,Self,1,895
15,Matching,Friend,Friend,1,864
15,Nonmatching,Friend,Self,1,740
15,Nonmatching,Friend,Friend,0,723
15,Nonmatching,Friend,Self,1,908
15,Matching,Friend,Self,0,771
15,Matching,Friend,Friend,1,895
15,Matching,Friend,Friend,1,650
15,Matching,Friend,Friend,1,471
15,Nonmatching,Friend,Friend,1,693
15,Nonmatching,Friend,Friend,0,418
15,Matching,Friend,Friend,0,717
15,Nonmatching,Friend,Friend,0,819
15,Matching,Friend,Friend,0,442
15,Matching,Friend,Friend,0,485
15,Nonmatching,Friend,Self,1,478
15,Matching,Friend,Friend,1,410
15,Matching,Friend,Friend,1,589
15,Nonmatching,Friend,Friend,1,940
15,Matching,Friend,Friend,1,446
15,Nonmatching,Friend,Friend,1,346
15,Matching,Friend,Self,1,286
15,Matching,Friend,Friend,1,896
15,Matching,Friend,Self,0,375
15,Nonmatching,Friend,Self,0,261
15,Matching,Friend,Friend,1,841
15,Nonmatching,Friend,Self,0,639
15,Matching,Friend,Friend,0,329
15,Matching,Friend,Friend,1,266
15,Matching,Friend,Friend,1,433
15,Nonmatching,Friend,Friend,1,439
4,Matching,Self,Self,1,780
4,Matching,Self,Self,1,379
4,Nonmatching,Self,Self,1,1051
4,Matching,Self,Self,1,571
4,Nonmatching,Self,Self,1,903
4,Nonmatching,Self,Friend,1,769
4,Matching,Self,Self,1,955
4,Matching,Self,Friend,0,732
4,Matching,Self,Self,1,493
4,Nonmatching,Self,Self,1,599
4,Matching,Self,Self,1,507
4,Nonmatching,Self,Self,1,691
4,Matching,Self,Self,1,448
4,Nonmatching,Self,Self,1,624
4,Matching,Self,Self,1,491
4,Nonmatching,Self,Self,1,783
4,Matching,Self,Friend,1,719
4,Nonmatching,Self,Self,1,638
4,Nonmatching,Self,Self,1,647
4,Matching,Self,Self,1,450
4,Matching,Self,Self,1,506
4,Nonmatching,Self,Friend,1,787
4,Matching,Self,Self,1,598
4,Nonmatching,Self,Friend,1,654
4,Nonmatching,Self,Self,0,336
4,Matching,Self,Self,1,579
4,Matching,Self,Friend,1,915
4,Matching,Self,Friend,1,559
4,Nonmatching,Self,Self,1,832
4,Matching,Self,Self,1,323
4,Matching,Self,Friend,0,579
4,Nonmatching,Self,Self,0,372
4,Nonmatching,Self,Self,1,864
4,Nonmatching,Self,Self,1,557
4,Nonmatching,Self,Self,1,477
4,Matching,Self,Self,1,498
4,Matching,Self,Friend,1,540
4,Nonmatching,Self,Self,1,679
4,Matching,Self,Self,1,314
4,Matching,Self,Self,1,553
4,Nonmatching,Self,Friend,1,706
4,Nonmatching,Self,Friend,1,672
4,Nonmatching,Self,Self,1,720
4,Matching,Self,Self,1,520
4,Nonmatching,Self,Friend,1,514
4,Matching,Self,Friend,1,919
4,Nonmatching,Self,Self,1,626
4,Nonmatching,Self,Self,0,220
4,Matching,Self,Self,1,443
4,Nonmatching,Self,Self,1,567
4,Nonmatching,Self,Self,1,491
4,Matching,Self,Self,1,406
4,Matching,Self,Self,1,405
4,Matching,Self,Self,1,334
4,Nonmatching,Self,Friend,1,449
4,Matching,Self,Friend,1,648
4,Nonmatching,Self,Friend,1,614
4,Nonmatching,Self,Self,1,788
4,Matching,Self,Friend,1,704
4,Matching,Self,Self,1,646
4,Nonmatching,Self,Self,1,458
4,Matching,Self,Self,1,264
4,Nonmatching,Self,Friend,1,604
4,Nonmatching,Self,Self,0,549
4,Nonmatching,Self,Self,1,731
4,Nonmatching,Self,Self,1,493
4,Nonmatching,Self,Self,1,421
4,Nonmatching,Self,Self,1,470
4,Matching,Self,Self,1,364
4,Matching,Self,Friend,0,444
4,Matching,Self,Self,1,546
4,Matching,Self,Self,1,240
4,Nonmatching,Self,Self,0,359
4,Nonmatching,Self,Self,1,590
4,Matching,Self,Self,1,394
4,Nonmatching,Self,Self,1,540
4,Nonmatching,Self,Self,0,404
4,Nonmatching,Self,Self,1,747
4,Nonmatching,Self,Friend,0,570
4,Matching,Self,Self,1,729
4,Matching,Self,Friend,1,528
4,Nonmatching,Self,Friend,0,471
4,Nonmatching,Self,Friend,1,694
4,Matching,Self,Self,1,741
4,Nonmatching,Self,Self,1,756
4,Matching,Self,Friend,1,567
4,Nonmatching,Self,Self,1,628
4,Matching,Self,Self,1,772
4,Nonmatching,Self,Self,1,578
4,Nonmatching,Self,Self,1,672
4,Matching,Self,Self,1,501
4,Nonmatching,Self,Self,1,751
4,Matching,Self,Self,1,552
4,Nonmatching,Self,Self,1,547
4,Nonmatching,Self,Self,1,559
4,Nonmatching,Self,Self,1,552
4,Nonmatching,Self,Friend,0,534
4,Matching,Self,Self,1,1033
4,Matching,Self,Self,1,593
4,Matching,Self,Self,1,390
4,Matching,Self,Self,1,358
4,Nonmatching,Self,Self,1,561
4,Matching,Self,Self,1,382
4,Matching,Self,Self,0,783
4,Nonmatching,Self,Self,1,708
4,Nonmatching,Self,Friend,1,766
4,Nonmatching,Self,Self,1,1040
4,Nonmatching,Self,Self,1,503
4,Matching,Self,Self,1,572
4,Matching,Self,Self,1,458
4,Matching,Self,Self,1,506
4,Matching,Self,Self,1,840
4,Nonmatching,Self,Self,1,434
4,Matching,Self,Self,1,530
4,Nonmatching,Self,Self,1,504
4,Nonmatching,Self,Self,1,448
4,Nonmatching,Self,Friend,0,394
4,Nonmatching,Self,Self,1,659
4,Nonmatching,Self,Self,1,500
4,Nonmatching,Self,Self,1,593
4,Nonmatching,Self,Self,1,432
4,Nonmatching,Self,Self,1,428
4,Nonmatching,Self,Self,1,417
4,Nonmatching,Self,Self,1,405
4,Matching,Self,Self,1,556
4,Matching,Self,Self,1,315
4,Nonmatching,Self,Friend,1,493
4,Matching,Self,Friend,1,347
4,Matching,Self,Friend,1,367
4,Nonmatching,Self,Self,0,449
4,Matching,Self,Self,1,568
4,Matching,Self,Self,1,477
4,Nonmatching,Self,Self,1,610
4,Matching,Self,Self,1,451
4,Nonmatching,Self,Friend,1,552
4,Matching,Self,Self,0,602
4,Matching,Self,Self,1,711
4,Matching,Self,Self,1,871
4,Nonmatching,Self,Self,1,639
4,Nonmatching,Self,Self,1,567
4,Matching,Self,Self,1,538
4,Matching,Self,Self,1,367
4,Matching,Self,Self,1,492
4,Nonmatching,Self,Self,1,554
4,Matching,Self,Self,1,1060
4,Nonmatching,Self,Self,1,575
4,Matching,Self,Friend,0,753
4,Nonmatching,Self,Self,0,565
4,Matching,Self,Self,1,604
4,Nonmatching,Self,Self,1,483
4,Matching,Self,Friend,0,468
4,Matching,Self,Self,1,549
4,Nonmatching,Self,Friend,0,441
4,Matching,Self,Self,1,710
4,Matching,Self,Self,1,408
4,Matching,Self,Self,1,469
4,Nonmatching,Self,Self,1,422
4,Matching,Self,Self,1,526
4,Nonmatching,Self,Self,1,432
4,Nonmatching,Self,Friend,0,597
4,Matching,Self,Self,1,675
4,Matching,Self,Friend,0,630
4,Matching,Self,Self,1,508
4,Nonmatching,Self,Self,1,547
4,Nonmatching,Self,Self,1,466
4,Nonmatching,Self,Friend,0,389
4,Matching,Self,Self,1,609
4,Matching,Self,Friend,0,641
4,Matching,Self,Friend,1,564
4,Nonmatching,Self,Friend,1,508
4,Nonmatching,Self,Self,1,892
4,Nonmatching,Self,Friend,1,653
4,Matching,Self,Friend,1,643
4,Matching,Self,Self,1,495
4,Nonmatching,Self,Self,1,449
4,Matching,Self,Self,1,920
4,Matching,Self,Self,1,471
4,Matching,Self,Friend,0,427
4,Nonmatching,Self,Self,0,517
4,Nonmatching,Self,Self,1,716
4,Matching,Self,Self,1,634
4,Matching,Self,Self,1,609
4,Nonmatching,Self,Self,0,464
4,Matching,Self,Self,1,471
4,Matching,Self,Self,1,577
4,Matching,Self,Self,1,413
4,Nonmatching,Self,Friend,1,515
4,Matching,Self,Self,1,650
4,Nonmatching,Self,Self,1,493
4,Matching,Self,Friend,1,476
4,Matching,Self,Self,1,557
4,Matching,Self,Friend,1,886
4,Matching,Self,Friend,1,675
4,Matching,Self,Self,1,579
4,Nonmatching,Friend,Friend,1,894
4,Matching,Friend,Friend,1,647
4,Nonmatching,Friend,Friend,1,566
4,Matching,Friend,Friend,1,1015
4,Matching,Friend,Self,1,414
4,Nonmatching,Friend,Friend,1,523
4,Nonmatching,Friend,Friend,1,553
4,Matching,Friend,Friend,1,458
4,Nonmatching,Friend,Friend,1,565
4,Matching,Friend,Friend,1,665
4,Nonmatching,Friend,Friend,1,523
4,Matching,Friend,Self,1,360
4,Nonmatching,Friend,Self,1,443
4,Nonmatching,Friend,Self,1,441
4,Matching,Friend,Friend,1,585
4,Matching,Friend,Friend,0,462
4,Nonmatching,Friend,Friend,1,624
4,Matching,Friend,Friend,0,448
4,Nonmatching,Friend,Friend,1,824
4,Matching,Friend,Friend,0,515
4,Matching,Friend,Self,1,497
4,Matching,Friend,Self,1,596
4,Nonmatching,Friend,Friend,0,415
4,Matching,Friend,Friend,1,823
4,Nonmatching,Friend,Friend,1,576
4,Nonmatching,Friend,Friend,1,486
4,Matching,Friend,Friend,1,438
4,Matching,Friend,Friend,1,937
4,Matching,Friend,Friend,1,526
4,Matching,Friend,Friend,1,389
4,Nonmatching,Friend,Self,1,680
4,Nonmatching,Friend,Friend,0,562
4,Nonmatching,Friend,Friend,1,786
4,Nonmatching,Friend,Friend,1,528
4,Nonmatching,Friend,Friend,1,526
4,Nonmatching,Friend,Friend,1,404
4,Matching,Friend,Friend,1,750
4,Nonmatching,Friend,Self,1,670
4,Nonmatching,Friend,Self,1,497
4,Matching,Friend,Friend,1,1068
4,Nonmatching,Friend,Friend,1,717
4,Nonmatching,Friend,Self,0,760
4,Nonmatching,Friend,Friend,1,811
4,Nonmatching,Friend,Self,1,666
4,Nonmatching,Friend,Friend,0,552
4,Matching,Friend,Friend,1,959
4,Nonmatching,Friend,Friend,1,589
4,Nonmatching,Friend,Friend,1,501
4,Matching,Friend,Self,1,558
4,Matching,Friend,Friend,1,868
4,Matching,Friend,Self,1,984
4,Matching,Friend,Friend,1,938
4,Matching,Friend,Friend,1,448
4,Nonmatching,Friend,Friend,0,456
4,Matching,Friend,Friend,1,984
4,Matching,Friend,Self,1,579
4,Matching,Friend,Friend,1,625
4,Matching,Friend,Friend,1,747
4,Nonmatching,Friend,Friend,1,574
4,Nonmatching,Friend,Self,1,752
4,Matching,Friend,Self,1,613
4,Matching,Friend,Friend,1,860
4,Nonmatching,Friend,Friend,1,617
4,Matching,Friend,Self,1,616
4,Nonmatching,Friend,Friend,1,689
4,Nonmatching,Friend,Friend,1,570
4,Nonmatching,Friend,Friend,1,536
4,Matching,Friend,Friend,1,646
4,Nonmatching,Friend,Friend,1,569
4,Matching,Friend,Friend,1,744
4,Matching,Friend,Friend,0,692
4,Nonmatching,Friend,Friend,1,897
4,Matching,Friend,Self,1,569
4,Nonmatching,Friend,Self,1,492
4,Nonmatching,Friend,Self,1,1075
4,Nonmatching,Friend,Friend,1,565
4,Nonmatching,Friend,Self,0,870
4,Matching,Friend,Friend,1,742
4,Matching,Friend,Friend,1,537
4,Matching,Friend,Friend,1,462
4,Matching,Friend,Self,1,667
4,Nonmatching,Friend,Friend,1,721
4,Matching,Friend,Friend,1,872
4,Matching,Friend,Friend,1,623
4,Matching,Friend,Friend,1,393
4,Nonmatching,Friend,Self,1,615
4,Nonmatching,Friend,Friend,1,498
4,Nonmatching,Friend,Friend,1,459
4,Matching,Friend,Friend,1,702
4,Matching,Friend,Friend,1,598
4,Matching,Friend,Friend,1,764
4,Nonmatching,Friend,Friend,0,547
4,Nonmatching,Friend,Friend,1,622
4,Nonmatching,Friend,Friend,1,502
4,Nonmatching,Friend,Self,1,704
4,Matching,Friend,Self,1,502
4,Matching,Friend,Friend,1,724
4,Nonmatching,Friend,Friend,1,551
4,Matching,Friend,Self,1,483
4,Matching,Friend,Friend,0,577
4,Matching,Friend,Friend,1,631
4,Matching,Friend,Friend,1,1044
4,Nonmatching,Friend,Friend,1,500
4,Matching,Friend,Friend,0,594
4,Nonmatching,Friend,Self,1,935
4,Nonmatching,Friend,Friend,1,761
4,Nonmatching,Friend,Self,1,739
4,Nonmatching,Friend,Friend,1,619
4,Matching,Friend,Self,1,527
4,Nonmatching,Friend,Friend,1,888
4,Matching,Friend,Friend,1,477
4,Matching,Friend,Friend,0,422
4,Nonmatching,Friend,Friend,1,706
4,Nonmatching,Friend,Self,1,833
4,Nonmatching,Friend,Friend,1,894
4,Matching,Friend,Friend,1,783
4,Matching,Friend,Self,1,642
4,Matching,Friend,Friend,1,644
4,Nonmatching,Friend,Friend,1,703
4,Nonmatching,Friend,Self,1,697
4,Matching,Friend,Self,1,542
4,Nonmatching,Friend,Friend,1,529
4,Nonmatching,Friend,Self,1,662
4,Matching,Friend,Self,1,733
4,Nonmatching,Friend,Friend,1,636
4,Nonmatching,Friend,Friend,1,500
4,Nonmatching,Friend,Friend,1,452
4,Nonmatching,Friend,Friend,1,743
4,Nonmatching,Friend,Self,1,635
4,Nonmatching,Friend,Friend,1,664
4,Matching,Friend,Friend,1,1013
4,Nonmatching,Friend,Friend,1,570
4,Nonmatching,Friend,Self,1,622
4,Matching,Friend,Self,1,515
4,Nonmatching,Friend,Friend,1,973
4,Nonmatching,Friend,Friend,1,449
4,Matching,Friend,Friend,0,617
4,Nonmatching,Friend,Friend,1,661
4,Nonmatching,Friend,Friend,1,547
4,Matching,Friend,Friend,1,696
4,Matching,Friend,Friend,1,684
4,Matching,Friend,Friend,1,649
4,Matching,Friend,Friend,1,525
4,Matching,Friend,Friend,1,617
4,Matching,Friend,Self,1,610
4,Nonmatching,Friend,Friend,1,545
4,Nonmatching,Friend,Self,1,870
4,Matching,Friend,Friend,1,919
4,Matching,Friend,Friend,1,571
4,Nonmatching,Friend,Friend,1,521
4,Matching,Friend,Friend,1,560
4,Nonmatching,Friend,Friend,1,811
4,Matching,Friend,Self,1,650
4,Matching,Friend,Friend,1,757
4,Nonmatching,Friend,Friend,1,964
4,Nonmatching,Friend,Friend,1,804
4,Matching,Friend,Friend,1,688
4,Matching,Friend,Friend,1,407
4,Matching,Friend,Friend,1,509
4,Nonmatching,Friend,Friend,1,507
4,Nonmatching,Friend,Friend,1,682
4,Matching,Friend,Friend,1,549
4,Nonmatching,Friend,Friend,1,608
4,Nonmatching,Friend,Friend,1,596
4,Matching,Friend,Self,1,527
4,Matching,Friend,Friend,1,653
4,Nonmatching,Friend,Friend,1,608
4,Nonmatching,Friend,Self,1,629
4,Matching,Friend,Self,1,613
4,Matching,Friend,Friend,1,753
4,Nonmatching,Friend,Friend,1,610
4,Matching,Friend,Friend,0,541
4,Matching,Friend,Friend,1,656
4,Matching,Friend,Self,1,622
4,Nonmatching,Friend,Friend,1,456
4,Matching,Friend,Friend,1,644
4,Nonmatching,Friend,Self,1,645
4,Matching,Friend,Friend,1,617
4,Nonmatching,Friend,Friend,1,584
4,Nonmatching,Friend,Self,1,797
4,Nonmatching,Friend,Friend,1,890
4,Nonmatching,Friend,Friend,1,517
4,Nonmatching,Friend,Friend,1,440
4,Matching,Friend,Friend,1,530
4,Matching,Friend,Friend,1,502
4,Matching,Friend,Self,1,385
4,Matching,Friend,Friend,0,569
4,Nonmatching,Friend,Friend,1,751
4,Matching,Friend,Friend,1,668
4,Matching,Friend,Friend,0,886
4,Matching,Friend,Friend,1,612
4,Matching,Friend,Friend,1,542
4,Matching,Friend,Friend,1,498
4,Matching,Friend,Friend,1,422
4,Nonmatching,Friend,Friend,1,547
4,Matching,Friend,Self,1,592
8,Matching,Friend,Friend,1,299
8,Matching,Friend,Friend,1,263
8,Nonmatching,Friend,Self,0,405
8,Nonmatching,Friend,Friend,0,609
8,Nonmatching,Friend,Friend,0,809
8,Nonmatching,Friend,Friend,0,668
8,Nonmatching,Friend,Friend,1,493
8,Matching,Friend,Friend,1,409
8,Nonmatching,Friend,Friend,0,579
8,Matching,Friend,Self,1,665
8,Matching,Friend,Friend,1,510
8,Nonmatching,Friend,Self,0,402
8,Nonmatching,Friend,Friend,1,342
8,Nonmatching,Friend,Friend,0,525
8,Nonmatching,Friend,Friend,0,715
8,Matching,Friend,Self,1,582
8,Nonmatching,Friend,Self,1,293
8,Nonmatching,Friend,Friend,0,334
8,Matching,Friend,Friend,1,203
8,Matching,Friend,Friend,1,287
8,Matching,Friend,Friend,0,262
8,Nonmatching,Friend,Friend,0,255
8,Nonmatching,Friend,Friend,0,494
8,Nonmatching,Friend,Friend,1,511
8,Matching,Friend,Friend,0,292
8,Matching,Friend,Friend,0,590
8,Nonmatching,Friend,Friend,1,571
8,Matching,Friend,Friend,0,597
8,Matching,Friend,Friend,0,668
8,Matching,Friend,Friend,0,1061
8,Matching,Friend,Friend,0,769
8,Nonmatching,Friend,Self,0,352
8,Matching,Friend,Friend,0,679
8,Nonmatching,Friend,Friend,1,256
8,Nonmatching,Friend,Friend,0,348
8,Matching,Friend,Friend,0,615
8,Nonmatching,Friend,Friend,0,244
8,Nonmatching,Friend,Friend,1,439
8,Nonmatching,Friend,Friend,1,464
8,Matching,Friend,Self,0,370
8,Nonmatching,Friend,Friend,1,434
8,Nonmatching,Friend,Self,0,328
8,Matching,Friend,Friend,1,346
8,Matching,Friend,Friend,1,266
8,Matching,Friend,Friend,0,251
8,Nonmatching,Friend,Friend,0,302
8,Matching,Friend,Self,1,254
8,Nonmatching,Friend,Friend,0,219
8,Nonmatching,Friend,Self,0,278
8,Nonmatching,Friend,Self,1,588
8,Nonmatching,Friend,Friend,0,225
8,Matching,Friend,Friend,0,281
8,Matching,Friend,Friend,1,283
8,Matching,Friend,Friend,1,445
8,Nonmatching,Friend,Self,1,351
8,Matching,Friend,Friend,1,258
8,Matching,Friend,Friend,0,278
8,Matching,Friend,Self,0,325
8,Nonmatching,Friend,Friend,1,250
8,Matching,Friend,Friend,0,376
8,Matching,Friend,Self,1,322
8,Nonmatching,Friend,Friend,1,259
8,Nonmatching,Friend,Self,1,257
8,Nonmatching,Friend,Friend,0,243
8,Nonmatching,Friend,Friend,1,713
8,Matching,Friend,Friend,1,688
8,Matching,Friend,Self,0,569
8,Nonmatching,Friend,Friend,0,349
8,Matching,Friend,Self,1,238
8,Nonmatching,Friend,Self,1,248
8,Matching,Friend,Self,1,289
8,Matching,Friend,Friend,0,285
8,Matching,Friend,Friend,1,351
8,Nonmatching,Friend,Self,0,281
8,Matching,Friend,Friend,1,416
8,Matching,Friend,Friend,1,395
8,Matching,Friend,Self,0,301
8,Nonmatching,Friend,Friend,0,231
8,Nonmatching,Friend,Friend,0,300
8,Matching,Friend,Self,0,700
8,Matching,Friend,Friend,1,366
8,Nonmatching,Friend,Self,1,548
8,Nonmatching,Friend,Friend,1,351
8,Matching,Friend,Friend,1,523
8,Nonmatching,Friend,Friend,1,569
8,Matching,Friend,Friend,0,549
8,Nonmatching,Friend,Friend,1,404
8,Nonmatching,Friend,Friend,0,295
8,Matching,Friend,Friend,0,216
8,Matching,Friend,Friend,1,397
8,Matching,Friend,Friend,1,384
8,Nonmatching,Friend,Friend,0,387
8,Nonmatching,Friend,Friend,1,535
8,Matching,Friend,Friend,1,330
8,Nonmatching,Friend,Self,1,513
8,Matching,Friend,Friend,0,776
8,Matching,Friend,Friend,1,388
8,Nonmatching,Friend,Self,1,662
8,Matching,Friend,Self,1,532
8,Matching,Friend,Friend,0,921
8,Nonmatching,Friend,Friend,0,601
8,Matching,Friend,Friend,0,676
8,Nonmatching,Friend,Friend,1,691
8,Nonmatching,Friend,Self,1,870
8,Nonmatching,Friend,Friend,0,937
8,Matching,Friend,Self,0,343
8,Matching,Friend,Friend,0,345
8,Nonmatching,Friend,Friend,0,620
8,Matching,Friend,Friend,1,865
8,Matching,Friend,Friend,0,425
8,Nonmatching,Friend,Self,1,248
8,Nonmatching,Friend,Friend,1,720
8,Nonmatching,Friend,Friend,0,591
8,Matching,Friend,Friend,1,642
8,Nonmatching,Friend,Friend,1,438
8,Nonmatching,Friend,Friend,1,674
8,Matching,Friend,Friend,1,547
8,Matching,Friend,Self,1,566
8,Nonmatching,Friend,Friend,0,585
8,Nonmatching,Friend,Self,1,800
8,Nonmatching,Friend,Friend,1,677
8,Matching,Friend,Friend,0,567
8,Matching,Friend,Friend,1,437
8,Nonmatching,Friend,Friend,1,598
8,Matching,Friend,Friend,1,523
8,Matching,Friend,Friend,1,612
8,Matching,Friend,Self,1,490
8,Nonmatching,Friend,Friend,1,819
8,Matching,Friend,Self,0,725
8,Matching,Friend,Friend,1,669
8,Nonmatching,Friend,Friend,1,670
8,Matching,Friend,Self,1,565
8,Matching,Friend,Self,1,736
8,Matching,Friend,Friend,1,595
8,Nonmatching,Friend,Self,1,714
8,Nonmatching,Friend,Self,1,801
8,Matching,Friend,Friend,1,533
8,Nonmatching,Friend,Self,1,688
8,Matching,Friend,Friend,1,813
8,Nonmatching,Friend,Self,1,619
8,Matching,Friend,Friend,1,772
8,Nonmatching,Friend,Friend,1,677
8,Nonmatching,Friend,Friend,1,893
8,Nonmatching,Friend,Friend,0,653
8,Matching,Friend,Self,1,527
8,Nonmatching,Friend,Friend,1,552
8,Matching,Friend,Self,0,716
8,Matching,Friend,Friend,1,596
8,Matching,Friend,Self,1,751
8,Nonmatching,Friend,Self,1,674
8,Matching,Friend,Friend,1,475
8,Nonmatching,Friend,Friend,1,487
8,Matching,Friend,Friend,1,535
8,Nonmatching,Friend,Friend,1,527
8,Matching,Self,Self,1,325
8,Nonmatching,Self,Self,1,545
8,Nonmatching,Self,Friend,1,840
8,Nonmatching,Self,Self,1,739
8,Matching,Self,Self,1,490
8,Nonmatching,Self,Self,1,598
8,Nonmatching,Self,Friend,1,807
8,Matching,Self,Self,1,520
8,Nonmatching,Self,Self,1,658
8,Matching,Self,Friend,1,737
8,Matching,Self,Self,1,471
8,Nonmatching,Self,Self,0,398
8,Nonmatching,Self,Self,0,457
8,Nonmatching,Self,Self,0,384
8,Nonmatching,Self,Friend,1,372
8,Nonmatching,Self,Self,1,708
8,Matching,Self,Self,1,515
8,Nonmatching,Self,Friend,1,725
8,Matching,Self,Self,1,586
8,Matching,Self,Friend,1,693
8,Nonmatching,Self,Self,1,854
8,Matching,Self,Self,1,486
8,Matching,Self,Self,1,715
8,Nonmatching,Self,Self,1,385
8,Nonmatching,Self,Self,1,525
8,Nonmatching,Self,Friend,0,598
8,Matching,Self,Self,1,582
8,Matching,Self,Self,1,561
8,Nonmatching,Self,Self,1,368
8,Nonmatching,Self,Self,1,425
8,Matching,Self,Self,1,553
8,Nonmatching,Self,Self,1,695
8,Nonmatching,Self,Self,1,449
8,Nonmatching,Self,Self,1,411
8,Nonmatching,Self,Self,1,479
8,Matching,Self,Friend,1,804
8,Nonmatching,Self,Self,1,506
8,Nonmatching,Self,Friend,0,434
8,Matching,Self,Self,1,321
8,Nonmatching,Self,Self,1,541
8,Nonmatching,Self,Self,1,610
8,Nonmatching,Self,Friend,1,644
8,Matching,Self,Self,1,513
8,Nonmatching,Self,Friend,1,559
8,Matching,Self,Self,1,271
8,Matching,Self,Self,0,283
8,Nonmatching,Self,Self,0,361
8,Nonmatching,Self,Self,1,565
8,Matching,Self,Self,1,375
8,Matching,Self,Friend,0,345
8,Nonmatching,Self,Friend,0,354
8,Matching,Self,Self,1,513
8,Nonmatching,Self,Self,1,767
8,Matching,Self,Friend,1,379
8,Nonmatching,Self,Self,0,337
8,Matching,Self,Self,1,365
8,Nonmatching,Self,Self,1,549
8,Matching,Self,Self,1,329
8,Matching,Self,Friend,0,426
8,Matching,Self,Self,0,567
8,Nonmatching,Self,Self,1,493
8,Matching,Self,Self,1,276
8,Matching,Self,Self,1,454
8,Matching,Self,Self,1,333
8,Matching,Self,Friend,1,347
8,Matching,Self,Friend,1,490
8,Matching,Self,Self,1,302
8,Matching,Self,Friend,1,424
8,Matching,Self,Self,1,332
8,Nonmatching,Self,Self,0,313
8,Matching,Self,Self,1,654
8,Matching,Self,Self,1,663
8,Nonmatching,Self,Self,1,604
8,Nonmatching,Self,Friend,0,619
8,Matching,Self,Self,1,448
8,Nonmatching,Self,Self,1,405
8,Matching,Self,Self,1,717
8,Matching,Self,Friend,0,512
8,Nonmatching,Self,Self,1,549
8,Matching,Self,Self,1,519
8,Matching,Self,Self,1,511
8,Nonmatching,Self,Friend,0,357
8,Nonmatching,Self,Friend,1,475
8,Nonmatching,Self,Friend,1,488
8,Matching,Self,Self,1,545
8,Nonmatching,Self,Self,1,453
8,Matching,Self,Self,1,243
8,Matching,Self,Self,1,294
8,Nonmatching,Self,Self,1,529
8,Matching,Self,Self,1,243
