Participant #,Trial Type,Target Label,Shape Association,Target Accuracy,Reponse Time
12,Nonmatching,FRIEND,Self,1,830
12,Nonmatching,YOU,Friend,0,596
12,Nonmatching,FRIEND,Self,0,947
12,Matching,FRIEND,Friend,1,913
12,Nonmatching,YOU,Friend,1,940
12,Nonmatching,FRIEND,Self,0,879
12,Matching,FRIEND,Friend,1,677
12,Matching,YOU,Self,1,686
12,Matching,FRIEND,Friend,1,821
12,Nonmatching,YOU,Friend,1,720
12,Matching,YOU,Self,1,907
12,Matching,FRIEND,Friend,0,892
12,Matching,YOU,Self,1,564
12,Nonmatching,FRIEND,Self,1,699
12,Matching,FRIEND,Friend,0,970
12,Nonmatching,FRIEND,Self,0,644
12,Nonmatching,YOU,Friend,1,864
12,Matching,YOU,Self,1,217
12,Matching,FRIEND,Friend,0,656
12,Nonmatching,YOU,Friend,0,854
12,Nonmatching,FRIEND,Self,1,916
12,Matching,YOU,Self,1,870
12,Nonmatching,FRIEND,Self,1,786
12,Matching,FRIEND,Friend,0,767
12,Matching,YOU,Self,1,639
12,Matching,YOU,Self,1,460
12,Matching,YOU,Self,1,311
12,Nonmatching,YOU,Friend,1,527
12,Nonmatching,FRIEND,Self,1,931
12,Matching,YOU,Self,1,650
12,Nonmatching,FRIEND,Self,1,660
12,Nonmatching,YOU,Friend,1,632
12,Matching,FRIEND,Friend,1,793
12,Nonmatching,FRIEND,Self,1,530
12,Nonmatching,FRIEND,Self,1,449
12,Nonmatching,YOU,Friend,1,853
18,Matching,FRIEND,Friend,1,503
18,Nonmatching,YOU,Friend,1,538
18,Matching,FRIEND,Friend,1,516
18,Matching,YOU,Self,0,469
18,Matching,YOU,Self,0,495
18,Matching,FRIEND,Friend,1,859
18,Nonmatching,YOU,Friend,0,430
18,Nonmatching,FRIEND,Self,0,438
18,Nonmatching,FRIEND,Self,0,450
18,Nonmatching,YOU,Friend,1,441
18,Matching,YOU,Self,0,364
18,Matching,FRIEND,Friend,1,597
18,Nonmatching,YOU,Friend,1,576
18,Nonmatching,FRIEND,Self,1,1035
18,Matching,YOU,Self,1,615
18,Nonmatching,YOU,Friend,0,354
18,Matching,YOU,Self,1,663
18,Nonmatching,YOU,Friend,1,495
18,Matching,YOU,Self,1,558
18,Nonmatching,FRIEND,Self,0,628
18,Nonmatching,YOU,Friend,0,820
18,Nonmatching,FRIEND,Self,1,760
18,Nonmatching,FRIEND,Self,1,647
18,Matching,FRIEND,Friend,1,558
18,Matching,FRIEND,Friend,1,453
18,Matching,YOU,Self,1,669
18,Matching,FRIEND,Friend,1,508
18,Matching,YOU,Self,1,603
18,Nonmatching,YOU,Friend,1,659
18,Matching,YOU,Self,1,681
18,Nonmatching,YOU,Friend,1,576
18,Matching,YOU,Self,0,462
18,Nonmatching,YOU,Friend,1,729
18,Matching,YOU,Self,1,504
18,Matching,FRIEND,Friend,1,1021
18,Nonmatching,YOU,Friend,1,674
18,Matching,YOU,Self,1,467
18,Matching,YOU,Self,1,487
18,Nonmatching,FRIEND,Self,1,580
18,Matching,YOU,Self,1,511
18,Nonmatching,FRIEND,Self,1,679
18,Matching,FRIEND,Friend,0,793
18,Nonmatching,FRIEND,Self,1,819
18,Nonmatching,YOU,Friend,0,520
18,Matching,FRIEND,Friend,1,653
18,Nonmatching,YOU,Friend,1,821
18,Nonmatching,YOU,Friend,1,1030
18,Matching,YOU,Self,0,684
18,Nonmatching,YOU,Friend,1,972
18,Matching,YOU,Self,1,707
18,Nonmatching,YOU,Friend,1,612
18,Nonmatching,YOU,Friend,1,561
18,Nonmatching,FRIEND,Self,0,497
18,Nonmatching,YOU,Friend,1,893
18,Nonmatching,YOU,Friend,1,602
18,Matching,YOU,Self,1,523
18,Matching,FRIEND,Friend,0,543
18,Matching,FRIEND,Friend,0,525
18,Matching,FRIEND,Friend,0,791
18,Nonmatching,YOU,Friend,1,645
18,Matching,FRIEND,Friend,1,567
18,Matching,FRIEND,Friend,1,345
18,Matching,YOU,Self,1,296
18,Nonmatching,FRIEND,Self,0,309
18,Nonmatching,YOU,Friend,0,625
18,Nonmatching,YOU,Friend,1,596
18,Matching,YOU,Self,0,366
18,Nonmatching,FRIEND,Self,1,728
18,Nonmatching,YOU,Friend,1,806
18,Nonmatching,YOU,Friend,1,460
18,Nonmatching,FRIEND,Self,0,574
18,Nonmatching,YOU,Friend,1,674
18,Matching,FRIEND,Friend,1,843
18,Matching,FRIEND,Friend,0,538
18,Matching,FRIEND,Friend,1,479
18,Matching,FRIEND,Friend,1,393
18,Matching,YOU,Self,0,607
18,Nonmatching,FRIEND,Self,1,714
18,Matching,FRIEND,Friend,0,495
18,Matching,YOU,Self,1,654
18,Nonmatching,FRIEND,Self,1,706
18,Nonmatching,FRIEND,Self,1,685
18,Matching,YOU,Self,1,563
18,Matching,FRIEND,Friend,1,369
18,Nonmatching,YOU,Friend,1,580
18,Matching,FRIEND,Friend,0,475
18,Matching,FRIEND,Friend,1,342
18,Nonmatching,FRIEND,Self,1,530
18,Matching,YOU,Self,1,590
18,Nonmatching,FRIEND,Self,1,529
18,Matching,FRIEND,Friend,1,770
18,Matching,YOU,Self,1,661
18,Nonmatching,YOU,Friend,1,533
18,Nonmatching,YOU,Friend,0,309
18,Matching,YOU,Self,1,637
18,Matching,YOU,Self,1,583
18,Matching,YOU,Self,1,439
18,Nonmatching,FRIEND,Self,1,545
18,Matching,YOU,Self,1,632
18,Matching,YOU,Self,1,516
18,Matching,YOU,Self,1,380
18,Matching,FRIEND,Friend,0,589
18,Nonmatching,YOU,Friend,0,741
18,Matching,YOU,Self,1,532
18,Nonmatching,FRIEND,Self,1,1091
18,Matching,FRIEND,Friend,0,812
18,Nonmatching,FRIEND,Self,1,768
18,Nonmatching,YOU,Friend,0,479
18,Nonmatching,YOU,Friend,1,911
18,Matching,YOU,Self,0,352
18,Matching,YOU,Self,1,635
18,Nonmatching,FRIEND,Self,1,534
18,Nonmatching,YOU,Friend,0,534
18,Nonmatching,YOU,Friend,1,506
18,Matching,YOU,Self,1,550
18,Nonmatching,FRIEND,Self,1,398
18,Matching,FRIEND,Friend,1,760
18,Nonmatching,YOU,Friend,1,744
18,Matching,FRIEND,Friend,1,690
18,Nonmatching,FRIEND,Self,1,707
18,Nonmatching,YOU,Friend,1,698
18,Matching,FRIEND,Friend,1,1033
18,Nonmatching,FRIEND,Self,1,725
18,Matching,YOU,Self,1,654
18,Nonmatching,YOU,Friend,1,621
18,Matching,YOU,Self,1,700
18,Matching,YOU,Self,1,566
18,Nonmatching,FRIEND,Self,1,514
18,Matching,FRIEND,Friend,1,687
18,Matching,FRIEND,Friend,1,482
18,Nonmatching,YOU,Friend,1,434
18,Matching,FRIEND,Friend,0,712
18,Nonmatching,FRIEND,Self,1,730
18,Nonmatching,FRIEND,Self,1,756
18,Nonmatching,FRIEND,Self,1,430
18,Nonmatching,FRIEND,Self,1,523
18,Matching,YOU,Self,1,404
18,Nonmatching,YOU,Friend,1,658
18,Matching,YOU,Self,1,755
18,Matching,FRIEND,Friend,1,724
18,Matching,FRIEND,Friend,1,394
18,Matching,YOU,Self,0,469
18,Matching,FRIEND,Friend,1,626
18,Nonmatching,FRIEND,Self,0,368
18,Nonmatching,FRIEND,Self,1,592
18,Matching,FRIEND,Friend,1,587
18,Nonmatching,YOU,Friend,0,905
18,Nonmatching,FRIEND,Self,1,832
18,Nonmatching,YOU,Friend,0,528
18,Nonmatching,FRIEND,Self,1,1057
18,Nonmatching,FRIEND,Self,1,515
18,Matching,YOU,Self,0,432
18,Matching,YOU,Self,1,492
18,Matching,FRIEND,Friend,0,468
18,Nonmatching,FRIEND,Self,1,667
18,Matching,YOU,Self,1,712
18,Matching,FRIEND,Friend,1,1016
18,Matching,FRIEND,Friend,1,373
18,Matching,YOU,Self,1,986
18,Matching,YOU,Self,0,536
18,Matching,FRIEND,Friend,1,825
18,Nonmatching,YOU,Friend,0,578
18,Matching,YOU,Self,1,793
18,Nonmatching,FRIEND,Self,1,610
18,Matching,YOU,Self,1,639
18,Nonmatching,YOU,Friend,1,650
18,Matching,FRIEND,Friend,1,702
18,Nonmatching,FRIEND,Self,1,613
18,Matching,FRIEND,Friend,0,473
18,Nonmatching,FRIEND,Self,1,575
18,Nonmatching,FRIEND,Self,1,460
18,Nonmatching,FRIEND,Self,1,378
18,Nonmatching,FRIEND,Self,1,403
18,Nonmatching,YOU,Friend,0,573
18,Nonmatching,YOU,Friend,1,672
18,Matching,YOU,Self,1,616
18,Matching,YOU,Self,0,707
18,Matching,FRIEND,Friend,1,862
18,Nonmatching,FRIEND,Self,1,738
18,Matching,FRIEND,Friend,0,405
18,Nonmatching,FRIEND,Self,1,673
18,Nonmatching,FRIEND,Self,1,361
18,Nonmatching,YOU,Friend,1,738
6,Nonmatching,YOU,Friend,1,729
6,Nonmatching,FRIEND,Self,1,916
6,Matching,FRIEND,Friend,1,720
6,Nonmatching,YOU,Friend,1,900
6,Nonmatching,FRIEND,Self,0,1000
6,Matching,YOU,Self,1,795
6,Matching,FRIEND,Friend,1,843
6,Matching,YOU,Self,0,913
6,Nonmatching,YOU,Friend,1,882
6,Matching,FRIEND,Friend,1,776
6,Nonmatching,FRIEND,Self,1,962
6,Matching,FRIEND,Friend,1,1112
6,Nonmatching,FRIEND,Self,1,1086
6,Matching,FRIEND,Friend,1,1050
6,Matching,FRIEND,Friend,1,569
6,Nonmatching,FRIEND,Self,1,631
6,Matching,YOU,Self,1,558
6,Matching,YOU,Self,1,795
6,Matching,YOU,Self,1,524
6,Matching,YOU,Self,1,429
6,Nonmatching,YOU,Friend,1,653
6,Matching,YOU,Self,1,501
6,Matching,YOU,Self,1,667
6,Nonmatching,YOU,Friend,1,757
6,Matching,FRIEND,Friend,1,761
6,Matching,FRIEND,Friend,1,661
6,Nonmatching,YOU,Friend,1,451
6,Nonmatching,FRIEND,Self,0,611
6,Nonmatching,YOU,Friend,0,668
6,Nonmatching,YOU,Friend,1,667
6,Matching,YOU,Self,1,629
6,Nonmatching,FRIEND,Self,1,704
6,Matching,YOU,Self,1,651
6,Nonmatching,FRIEND,Self,1,519
6,Nonmatching,FRIEND,Self,1,633
6,Matching,YOU,Self,1,606
6,Nonmatching,YOU,Friend,1,810
6,Nonmatching,FRIEND,Self,0,838
6,Matching,FRIEND,Friend,1,736
6,Matching,YOU,Self,1,830
6,Nonmatching,YOU,Friend,1,950
6,Matching,FRIEND,Friend,0,1048
6,Matching,YOU,Self,1,815
6,Nonmatching,FRIEND,Self,1,742
6,Nonmatching,FRIEND,Self,1,546
6,Nonmatching,YOU,Friend,0,619
6,Nonmatching,FRIEND,Self,1,899
6,Matching,YOU,Self,1,1030
6,Matching,YOU,Self,1,623
6,Nonmatching,YOU,Friend,1,735
6,Nonmatching,YOU,Friend,1,671
6,Nonmatching,YOU,Friend,1,588
6,Matching,FRIEND,Friend,1,683
6,Nonmatching,FRIEND,Self,1,541
6,Nonmatching,FRIEND,Self,0,682
6,Matching,YOU,Self,1,624
6,Nonmatching,FRIEND,Self,1,636
6,Nonmatching,YOU,Friend,1,833
6,Matching,FRIEND,Friend,1,837
6,Matching,FRIEND,Friend,1,437
6,Nonmatching,FRIEND,Self,1,700
6,Nonmatching,YOU,Friend,1,792
6,Matching,YOU,Self,1,673
6,Matching,FRIEND,Friend,1,827
6,Nonmatching,YOU,Friend,1,872
6,Matching,YOU,Self,1,891
6,Nonmatching,YOU,Friend,1,727
6,Matching,YOU,Self,0,509
6,Nonmatching,YOU,Friend,0,806
6,Matching,YOU,Self,1,372
6,Matching,YOU,Self,1,549
6,Nonmatching,FRIEND,Self,1,581
6,Nonmatching,YOU,Friend,0,738
6,Nonmatching,YOU,Friend,1,680
6,Nonmatching,FRIEND,Self,1,1087
6,Matching,FRIEND,Friend,1,729
6,Matching,FRIEND,Friend,1,579
6,Nonmatching,FRIEND,Self,1,691
6,Nonmatching,FRIEND,Self,1,764
6,Matching,FRIEND,Friend,1,868
6,Nonmatching,FRIEND,Self,0,797
6,Nonmatching,FRIEND,Self,1,609
6,Matching,YOU,Self,1,859
6,Nonmatching,YOU,Friend,1,602
6,Nonmatching,YOU,Friend,1,598
6,Matching,YOU,Self,1,543
6,Nonmatching,FRIEND,Self,1,592
6,Nonmatching,YOU,Friend,1,915
6,Nonmatching,YOU,Friend,0,801
6,Matching,YOU,Self,1,387
6,Matching,YOU,Self,1,574
6,Nonmatching,YOU,Friend,0,267
6,Matching,FRIEND,Friend,1,815
6,Nonmatching,YOU,Friend,1,732
6,Nonmatching,FRIEND,Self,1,674
6,Matching,FRIEND,Friend,1,897
6,Nonmatching,FRIEND,Self,1,714
6,Matching,YOU,Self,1,789
6,Matching,FRIEND,Friend,1,978
6,Matching,YOU,Self,1,625
6,Matching,FRIEND,Friend,1,869
6,Nonmatching,FRIEND,Self,1,770
6,Matching,YOU,Self,1,737
6,Matching,YOU,Self,0,865
6,Nonmatching,FRIEND,Self,0,1006
6,Matching,FRIEND,Friend,1,844
6,Matching,FRIEND,Friend,1,432
6,Nonmatching,FRIEND,Self,1,576
6,Matching,YOU,Self,1,694
6,Matching,FRIEND,Friend,1,823
6,Matching,YOU,Self,1,947
6,Matching,FRIEND,Friend,1,766
6,Nonmatching,FRIEND,Self,1,871
6,Matching,YOU,Self,1,551
6,Matching,FRIEND,Friend,1,669
6,Nonmatching,FRIEND,Self,1,848
6,Matching,YOU,Self,1,722
6,Nonmatching,YOU,Friend,1,532
6,Matching,FRIEND,Friend,1,747
6,Matching,YOU,Self,1,642
6,Nonmatching,YOU,Friend,0,594
6,Nonmatching,YOU,Friend,1,657
6,Nonmatching,FRIEND,Self,0,708
6,Matching,FRIEND,Friend,1,1026
6,Nonmatching,FRIEND,Self,1,915
6,Nonmatching,YOU,Friend,1,909
6,Matching,FRIEND,Friend,0,925
6,Matching,FRIEND,Friend,1,829
6,Matching,FRIEND,Friend,1,955
6,Nonmatching,YOU,Friend,1,835
6,Matching,FRIEND,Friend,1,644
6,Matching,YOU,Self,1,612
6,Matching,FRIEND,Friend,1,744
6,Matching,YOU,Self,1,655
6,Matching,FRIEND,Friend,1,643
6,Nonmatching,YOU,Friend,1,651
6,Nonmatching,FRIEND,Self,1,946
6,Matching,FRIEND,Friend,1,743
6,Nonmatching,YOU,Friend,1,749
6,Nonmatching,FRIEND,Self,1,1075
6,Matching,YOU,Self,1,543
6,Matching,YOU,Self,1,507
6,Nonmatching,YOU,Friend,1,582
6,Matching,YOU,Self,0,939
6,Matching,YOU,Self,1,475
6,Nonmatching,FRIEND,Self,1,708
6,Matching,FRIEND,Friend,1,838
6,Nonmatching,FRIEND,Self,1,736
6,Nonmatching,YOU,Friend,0,775
6,Matching,FRIEND,Friend,1,899
6,Nonmatching,FRIEND,Self,1,777
6,Nonmatching,FRIEND,Self,1,1058
6,Nonmatching,YOU,Friend,1,872
1,Nonmatching,FRIEND,Self,1,815
1,Matching,FRIEND,Friend,0,391
1,Matching,FRIEND,Friend,1,627
1,Nonmatching,YOU,Friend,1,557
1,Matching,FRIEND,Friend,1,648
1,Matching,FRIEND,Friend,1,802
1,Nonmatching,YOU,Friend,1,537
1,Nonmatching,FRIEND,Self,0,497
1,Nonmatching,YOU,Friend,1,634
1,Nonmatching,FRIEND,Self,1,506
1,Matching,YOU,Self,1,516
1,Matching,FRIEND,Friend,1,436
1,Nonmatching,FRIEND,Self,1,785
1,Nonmatching,FRIEND,Self,1,520
1,Nonmatching,FRIEND,Self,1,491
1,Nonmatching,YOU,Friend,1,800
1,Nonmatching,FRIEND,Self,1,913
1,Matching,YOU,Self,1,725
1,Matching,FRIEND,Friend,1,573
1,Matching,YOU,Self,0,523
1,Nonmatching,YOU,Friend,1,679
1,Matching,FRIEND,Friend,1,994
1,Matching,FRIEND,Friend,1,594
1,Matching,FRIEND,Friend,1,507
1,Matching,YOU,Self,1,759
1,Nonmatching,YOU,Friend,0,922
1,Nonmatching,YOU,Friend,1,622
1,Matching,YOU,Self,1,841
1,Matching,YOU,Self,1,569
1,Nonmatching,FRIEND,Self,1,647
1,Matching,YOU,Self,0,652
1,Matching,YOU,Self,1,659
1,Matching,YOU,Self,1,514
1,Nonmatching,YOU,Friend,0,443
1,Matching,YOU,Self,1,582
1,Nonmatching,YOU,Friend,1,586
1,Nonmatching,YOU,Friend,1,508
1,Nonmatching,YOU,Friend,1,532
1,Nonmatching,FRIEND,Self,0,700
1,Nonmatching,YOU,Friend,1,698
1,Nonmatching,FRIEND,Self,1,595
1,Matching,FRIEND,Friend,1,790
1,Nonmatching,YOU,Friend,1,548
1,Matching,FRIEND,Friend,1,586
1,Matching,YOU,Self,1,771
1,Nonmatching,FRIEND,Self,1,596
1,Nonmatching,FRIEND,Self,1,633
1,Matching,YOU,Self,0,821
1,Matching,FRIEND,Friend,1,777
1,Nonmatching,FRIEND,Self,1,725
1,Matching,FRIEND,Friend,1,970
1,Nonmatching,FRIEND,Self,1,275
1,Matching,FRIEND,Friend,1,1053
1,Matching,YOU,Self,0,330
1,Nonmatching,FRIEND,Self,1,942
1,Matching,FRIEND,Friend,1,549
1,Matching,YOU,Self,1,500
1,Matching,YOU,Self,1,829
1,Nonmatching,YOU,Friend,1,731
1,Matching,FRIEND,Friend,1,749
1,Nonmatching,YOU,Friend,1,727
1,Nonmatching,YOU,Friend,1,624
1,Matching,YOU,Self,1,630
1,Matching,FRIEND,Friend,1,699
1,Nonmatching,YOU,Friend,1,712
1,Nonmatching,FRIEND,Self,1,693
1,Matching,FRIEND,Friend,0,605
1,Nonmatching,FRIEND,Self,0,952
1,Matching,FRIEND,Friend,1,807
1,Matching,YOU,Self,1,696
1,Matching,YOU,Self,1,555
1,Nonmatching,YOU,Friend,0,623
1,Matching,YOU,Self,1,659
1,Nonmatching,YOU,Friend,1,636
1,Matching,FRIEND,Friend,1,762
1,Nonmatching,YOU,Friend,1,553
1,Matching,FRIEND,Friend,1,622
1,Matching,YOU,Self,1,677
1,Matching,FRIEND,Friend,1,681
1,Matching,YOU,Self,1,797
1,Nonmatching,FRIEND,Self,1,845
1,Nonmatching,YOU,Friend,1,708
1,Nonmatching,YOU,Friend,1,759
1,Nonmatching,YOU,Friend,1,643
1,Nonmatching,YOU,Friend,1,655
1,Matching,YOU,Self,1,666
1,Nonmatching,FRIEND,Self,1,655
1,Nonmatching,YOU,Friend,1,606
1,Nonmatching,YOU,Friend,1,732
1,Matching,FRIEND,Friend,1,530
1,Nonmatching,YOU,Friend,1,728
1,Nonmatching,FRIEND,Self,0,756
1,Nonmatching,YOU,Friend,1,656
1,Matching,YOU,Self,0,622
1,Matching,YOU,Self,1,580
1,Nonmatching,YOU,Friend,1,643
1,Nonmatching,FRIEND,Self,1,762
1,Nonmatching,YOU,Friend,1,828
1,Matching,YOU,Self,1,650
1,Matching,FRIEND,Friend,1,677
1,Matching,YOU,Self,0,596
1,Matching,FRIEND,Friend,1,1090
1,Nonmatching,FRIEND,Self,1,719
1,Matching,YOU,Self,1,547
1,Matching,FRIEND,Friend,0,577
1,Nonmatching,FRIEND,Self,0,667
1,Matching,FRIEND,Friend,1,745
1,Nonmatching,YOU,Friend,1,704
1,Nonmatching,FRIEND,Self,1,729
1,Nonmatching,FRIEND,Self,1,611
1,Matching,FRIEND,Friend,1,847
1,Matching,FRIEND,Friend,0,748
1,Matching,FRIEND,Friend,1,755
1,Matching,YOU,Self,0,688
1,Nonmatching,YOU,Friend,1,680
1,Matching,YOU,Self,1,785
1,Matching,FRIEND,Friend,1,691
1,Nonmatching,FRIEND,Self,0,716
1,Matching,YOU,Self,0,909
1,Nonmatching,FRIEND,Self,1,702
1,Nonmatching,YOU,Friend,0,1017
1,Nonmatching,YOU,Friend,1,539
1,Nonmatching,FRIEND,Self,0,635
1,Nonmatching,FRIEND,Self,1,765
1,Matching,FRIEND,Friend,0,653
1,Matching,YOU,Self,1,837
1,Nonmatching,YOU,Friend,1,714
1,Nonmatching,YOU,Friend,1,509
1,Nonmatching,FRIEND,Self,0,579
1,Nonmatching,FRIEND,Self,1,577
1,Matching,FRIEND,Friend,0,809
1,Matching,FRIEND,Friend,0,515
1,Matching,FRIEND,Friend,0,462
1,Nonmatching,FRIEND,Self,1,689
1,Nonmatching,FRIEND,Self,1,723
1,Nonmatching,YOU,Friend,1,599
1,Nonmatching,FRIEND,Self,1,620
1,Matching,FRIEND,Friend,1,877
1,Matching,FRIEND,Friend,1,599
1,Matching,YOU,Self,0,694
1,Matching,FRIEND,Friend,0,743
1,Nonmatching,FRIEND,Self,1,826
1,Matching,YOU,Self,1,727
1,Matching,YOU,Self,1,519
1,Nonmatching,FRIEND,Self,1,544
1,Nonmatching,FRIEND,Self,1,967
1,Matching,YOU,Self,1,477
1,Nonmatching,YOU,Friend,0,661
1,Nonmatching,FRIEND,Self,1,884
1,Matching,YOU,Self,1,669
1,Matching,FRIEND,Friend,0,756
1,Nonmatching,YOU,Friend,0,670
1,Matching,YOU,Self,1,826
1,Nonmatching,FRIEND,Self,1,621
1,Matching,YOU,Self,1,618
1,Nonmatching,FRIEND,Self,1,928
1,Matching,YOU,Self,0,664
1,Nonmatching,YOU,Friend,1,936
1,Nonmatching,YOU,Friend,1,532
1,Matching,FRIEND,Friend,1,643
1,Nonmatching,FRIEND,Self,1,698
1,Matching,FRIEND,Friend,1,730
1,Matching,YOU,Self,1,629
1,Nonmatching,YOU,Friend,1,621
1,Matching,YOU,Self,1,988
1,Nonmatching,FRIEND,Self,0,870
1,Matching,YOU,Self,0,866
1,Matching,YOU,Self,1,614
1,Matching,FRIEND,Friend,0,629
1,Matching,FRIEND,Friend,1,892
1,Matching,FRIEND,Friend,1,750
1,Matching,YOU,Self,1,654
1,Matching,FRIEND,Friend,1,765
1,Nonmatching,YOU,Friend,0,667
1,Nonmatching,FRIEND,Self,1,648
1,Nonmatching,FRIEND,Self,1,606
1,Nonmatching,YOU,Friend,1,1095
1,Matching,YOU,Self,1,625
1,Nonmatching,FRIEND,Self,1,647
1,Matching,YOU,Self,1,809
1,Nonmatching,FRIEND,Self,1,723
1,Nonmatching,YOU,Friend,0,714
1,Matching,YOU,Self,1,831
11,Nonmatching,YOU,Friend,0,876
11,Matching,FRIEND,Friend,1,820
11,Nonmatching,YOU,Friend,1,727
11,Nonmatching,YOU,Friend,1,809
11,Matching,YOU,Self,1,835
11,Nonmatching,FRIEND,Self,1,876
11,Matching,YOU,Self,1,682
11,Nonmatching,YOU,Friend,1,282
11,Matching,FRIEND,Friend,1,750
11,Matching,FRIEND,Friend,1,482
11,Nonmatching,YOU,Friend,1,599
11,Nonmatching,YOU,Friend,1,1016
11,Matching,YOU,Self,1,858
11,Matching,YOU,Self,0,850
11,Nonmatching,FRIEND,Self,0,929
11,Matching,YOU,Self,0,600
11,Matching,FRIEND,Friend,1,767
11,Nonmatching,FRIEND,Self,1,708
11,Nonmatching,YOU,Friend,0,798
11,Matching,FRIEND,Friend,1,908
11,Nonmatching,FRIEND,Self,1,674
11,Nonmatching,FRIEND,Self,0,702
11,Nonmatching,YOU,Friend,1,517
11,Nonmatching,FRIEND,Self,1,433
11,Nonmatching,YOU,Friend,1,299
11,Nonmatching,YOU,Friend,1,328
11,Nonmatching,YOU,Friend,1,406
11,Matching,YOU,Self,0,348
11,Nonmatching,FRIEND,Self,0,1054
11,Matching,YOU,Self,0,913
11,Nonmatching,FRIEND,Self,0,664
11,Matching,YOU,Self,1,960
11,Matching,YOU,Self,1,484
11,Matching,YOU,Self,1,433
11,Matching,FRIEND,Friend,1,741
11,Nonmatching,YOU,Friend,0,497
11,Matching,FRIEND,Friend,0,951
11,Matching,FRIEND,Friend,1,808
11,Nonmatching,FRIEND,Self,1,647
11,Matching,FRIEND,Friend,1,536
11,Nonmatching,YOU,Friend,1,704
11,Matching,FRIEND,Friend,1,814
11,Matching,YOU,Self,0,639
11,Matching,FRIEND,Friend,1,366
11,Matching,FRIEND,Friend,0,447
11,Matching,YOU,Self,1,631
11,Matching,FRIEND,Friend,0,460
11,Matching,YOU,Self,1,709
11,Nonmatching,FRIEND,Self,1,868
11,Matching,YOU,Self,1,709
11,Nonmatching,YOU,Friend,1,925
11,Matching,FRIEND,Friend,1,846
11,Matching,YOU,Self,0,559
11,Matching,YOU,Self,1,725
11,Matching,YOU,Self,1,518
11,Nonmatching,FRIEND,Self,0,252
11,Matching,YOU,Self,1,811
11,Matching,FRIEND,Friend,1,890
11,Nonmatching,FRIEND,Self,1,1015
11,Matching,YOU,Self,1,776
11,Nonmatching,FRIEND,Self,0,764
11,Nonmatching,FRIEND,Self,0,601
11,Nonmatching,YOU,Friend,1,228
11,Nonmatching,FRIEND,Self,0,484
11,Matching,FRIEND,Friend,0,554
11,Nonmatching,YOU,Friend,1,841
11,Matching,FRIEND,Friend,1,802
11,Matching,YOU,Self,0,635
11,Matching,FRIEND,Friend,1,534
11,Nonmatching,FRIEND,Self,0,826
11,Nonmatching,YOU,Friend,0,688
11,Nonmatching,FRIEND,Self,1,977
11,Nonmatching,FRIEND,Self,1,690
11,Matching,YOU,Self,1,797
11,Nonmatching,FRIEND,Self,1,851
11,Matching,YOU,Self,1,438
11,Matching,FRIEND,Friend,0,605
11,Matching,YOU,Self,1,430
11,Nonmatching,FRIEND,Self,1,856
11,Matching,YOU,Self,1,325
11,Matching,YOU,Self,0,270
11,Nonmatching,FRIEND,Self,0,817
11,Matching,YOU,Self,1,704
11,Matching,FRIEND,Friend,1,1095
11,Matching,FRIEND,Friend,1,796
11,Matching,YOU,Self,0,794
11,Matching,FRIEND,Friend,1,956
11,Nonmatching,FRIEND,Self,0,425
11,Nonmatching,FRIEND,Self,1,283
11,Nonmatching,YOU,Friend,0,683
11,Nonmatching,FRIEND,Self,1,818
11,Matching,YOU,Self,1,420
11,Matching,YOU,Self,0,445
11,Nonmatching,YOU,Friend,1,350
11,Matching,YOU,Self,0,370
11,Nonmatching,YOU,Friend,0,996
11,Nonmatching,YOU,Friend,1,351
11,Matching,YOU,Self,1,1020
11,Matching,YOU,Self,1,478
11,Nonmatching,FRIEND,Self,1,627
11,Nonmatching,YOU,Friend,0,853
11,Nonmatching,YOU,Friend,1,365
11,Matching,FRIEND,Friend,1,1055
11,Matching,YOU,Self,0,1019
11,Matching,FRIEND,Friend,1,762
11,Matching,FRIEND,Friend,1,434
11,Nonmatching,YOU,Friend,1,902
11,Nonmatching,YOU,Friend,1,573
11,Matching,FRIEND,Friend,1,843
11,Nonmatching,YOU,Friend,0,867
11,Nonmatching,FRIEND,Self,1,435
11,Nonmatching,FRIEND,Self,0,325
11,Matching,YOU,Self,0,410
11,Matching,FRIEND,Friend,1,424
11,Matching,FRIEND,Friend,1,546
11,Nonmatching,YOU,Friend,0,460
11,Nonmatching,FRIEND,Self,1,679
11,Nonmatching,YOU,Friend,0,772
11,Matching,YOU,Self,1,714
11,Nonmatching,FRIEND,Self,1,792
11,Nonmatching,YOU,Friend,0,816
11,Nonmatching,FRIEND,Self,1,878
11,Nonmatching,YOU,Friend,0,986
11,Matching,FRIEND,Friend,0,745
11,Nonmatching,FRIEND,Self,0,837
11,Matching,YOU,Self,1,276
11,Matching,FRIEND,Friend,0,497
11,Matching,YOU,Self,1,299
11,Nonmatching,YOU,Friend,0,703
11,Matching,YOU,Self,1,732
11,Nonmatching,YOU,Friend,1,815
11,Nonmatching,YOU,Friend,1,1059
11,Nonmatching,FRIEND,Self,0,607
11,Nonmatching,YOU,Friend,1,1011
11,Nonmatching,YOU,Friend,0,489
11,Nonmatching,YOU,Friend,0,617
11,Nonmatching,YOU,Friend,0,771
11,Nonmatching,FRIEND,Self,1,486
11,Nonmatching,FRIEND,Self,1,552
11,Matching,FRIEND,Friend,1,911
11,Matching,FRIEND,Friend,1,624
11,Nonmatching,FRIEND,Self,1,640
11,Matching,YOU,Self,1,780
